family,product,vr_k5,hurst,acf_ret1_lag1,ret1_std,spread_median,limit10_saturation,adf_p_mid,vwap_hurst,vwap_adf_p,vr_k5_dev_from_1,hurst_dev_from_half,acf_ret1_lag1_abs,spread_to_std,max_within_family_abs_corr,ic_neg_zscore_max_abs,ic_momentum_max_abs,ic_short_horizon_max_abs,ic_overall_max_abs,ic_obi_max_abs_short
MICROCHIP,MICROCHIP_CIRCLE,1.0047509055001946,0.5366040291845042,-0.0050931778133568,9.23424283187838,8.0,0.1476,0.748877923537567,0.59440936045481,0.9063517393045076,0.004750905500194635,0.03660402918450423,0.0050931778133568,0.8663406567978117,0.5933514510346929,0.0501241916891173,0.0241967057584031,0.0351036738259656,0.0501241916891173,0.0351036738259656
MICROCHIP,MICROCHIP_OVAL,0.989581555159882,0.5367179759020139,-0.0071028138395203,12.478011055304409,8.0,0.2968666666666666,0.9458394940477014,0.4657163243985938,0.9643015442536352,0.010418444840118002,0.036717975902013866,0.0071028138395203,0.6411278179305023,0.8704587961153706,0.0970153021125336,0.0350312007552736,0.0350312007552736,0.0970153021125336,0.0297450067818598
MICROCHIP,MICROCHIP_SQUARE,0.9597224514986934,0.5416690471623012,-0.0238883118946585,20.70752424773769,12.0,0.0006666666666666,0.3017437134200774,0.5069176045849937,0.2030815902106232,0.040277548501306604,0.04166904716230124,0.0238883118946585,0.5794995025207326,0.8822983028170501,0.0217893958446515,0.0081203273860453,0.0291071705621365,0.2942580795311121,0.0291071705621365
MICROCHIP,MICROCHIP_RECTANGLE,1.0066423901089037,0.5363313041030455,-0.0027367194451513,13.13033196319372,8.0,0.2282666666666666,0.2947965310112973,0.456186213369638,0.2864649282255757,0.006642390108903662,0.036331304103045525,0.0027367194451513,0.6092762941885395,0.8822983028170501,0.0794160329430307,0.0330612414857049,0.0303503792879086,0.2103851574659731,0.0237364857508097
MICROCHIP,MICROCHIP_TRIANGLE,0.9721103887603156,0.5647092433771911,-0.006892988076197,14.504033623110104,9.0,0.0947666666666666,0.818093365150413,0.4623157519845656,0.8203452166147412,0.027889611239684364,0.06470924337719108,0.006892988076197,0.6205170391814169,0.8704587961153706,0.1107518452057002,0.0630995033541405,0.0271087860481739,0.1107518452057002,0.0271087860481739
PEBBLES,PEBBLES_XS,0.9889283617166164,0.5283725619994948,-0.015614797875016,15.052447626596653,9.0,0.8478666666666667,0.4994919131779715,0.4837674116341138,0.5855329976901034,0.011071638283383645,0.028372561999494783,0.015614797875016,0.597909404720174,0.8275696574563158,0.0589848342255542,0.0418920896984367,0.0333509421235969,0.2766111201267252,0.0277553808383708
PEBBLES,PEBBLES_S,0.9998377814113236,0.5506403429952967,0.0076933610553105,15.020329732243344,12.0,0.8362333333333334,0.4619919063327669,0.4761918293646404,0.4217184481849888,0.00016221858867637717,0.05064034299529674,0.0076933610553105,0.7989172151287889,0.8343570524569901,0.0543267139195454,0.0314393188511274,0.0357947435532266,0.1917773701797373,0.0357947435532266
PEBBLES,PEBBLES_M,0.9940584897828304,0.5168729430154579,-0.004771289948066,15.133575807756875,13.0,0.8362333333333334,0.3457153750214997,0.5321695714578967,0.3806552690458047,0.005941510217169599,0.016872943015457942,0.004771289948066,0.8590170733698451,0.6940755442783499,0.0344608333192039,0.0171651781216547,0.0305520689076644,0.2166957899202605,0.0305520689076644
PEBBLES,PEBBLES_L,1.0140306902223113,0.5346361616992604,0.0068614423944156,15.025542810383982,13.0,0.8362333333333334,0.3998625822792334,0.6250042550545343,0.3943391093906985,0.014030690222311293,0.034636161699260426,0.0068614423944156,0.8651933686559296,0.335387567330368,0.0276184796964975,0.0282334134089382,0.0297429719144295,0.1633826978118257,0.0297429719144295
PEBBLES,PEBBLES_XL,1.0149968785546166,0.5108733197657247,0.0077269416546635,30.31421595264492,17.0,0.8362333333333334,0.4688790131177379,0.5095823344234384,0.4411894709702357,0.014996878554616622,0.010873319765724698,0.0077269416546635,0.5607929964791568,0.8343570524569901,0.077590495044855,0.0368796550625358,0.033759902031804,0.2470912803566445,0.0251061588362828
ROBOT,ROBOT_VACUUMING,1.0013161090496263,0.5364350958594929,-0.0080799334206575,9.235648845638504,7.0,0.4410333333333333,0.5652110445411407,0.5005043447703224,0.5787857630842809,0.0013161090496263128,0.036435095859492894,0.0080799334206575,0.7579326712173254,0.7874170941198091,0.0428449110578627,0.0158450588230935,0.0322611653659912,0.0969941817558702,0.0322611653659912
ROBOT,ROBOT_MOPPING,0.9608674465510426,0.5334882180474949,-0.0110165263502766,11.145837544926556,8.0,0.2118333333333333,0.5023083839197696,0.6315254127829901,0.55509637502923,0.039132553448957386,0.03348821804749491,0.0110165263502766,0.717756738132389,0.8151808624074376,0.0278695258770943,0.0180248829601571,0.0270933034529068,0.13599916767823,0.0270933034529068
ROBOT,ROBOT_DISHES,0.5554123278040511,0.5254282314966533,-0.2317278030625557,17.779549455771743,7.0,0.2770333333333333,0.7993397482390153,0.5300890069288859,0.747633566711903,0.44458767219594886,0.025428231496653297,0.2317278030625557,0.39371076401081706,0.7233149281619,0.114535751859458,0.1478714155151668,0.1478714155151668,0.1478714155151668,0.0210191999997456
ROBOT,ROBOT_LAUNDRY,1.010116481983582,0.5168059906730871,0.0056589068606799,9.822310405959934,7.0,0.4047333333333333,0.6538496884939331,0.5256319575076354,0.6502033454626202,0.010116481983581949,0.01680599067308708,0.0056589068606799,0.7126632849795272,0.7874170941198091,0.0483644910935802,0.0294860689642749,0.0246794659988714,0.1048693019154792,0.0246794659988714
ROBOT,ROBOT_IRONING,0.7818609809412487,0.5188849073174228,-0.1253820092438718,10.443724191983174,6.0,0.2432333333333333,0.599221888147567,0.619236013352104,0.5974372745652929,0.21813901905875133,0.01888490731742276,0.1253820092438718,0.574507703354109,0.8151808624074376,0.0418463855662395,0.0491217090876461,0.0491217090876461,0.2395940364377595,0.0279645511343764
UV_VISOR,UV_VISOR_AMBER,0.99864625089957,0.5558712694843486,-0.00419438698659,8.005040545986699,10.0,1.0,0.264221483938856,0.4414496997624881,0.3026729745407523,0.0013537491004299573,0.05587126948434862,0.00419438698659,1.249212910609612,0.8672762206862441,0.0270017830127939,0.0213901886493214,0.058910535026054,0.291961681666568,0.058910535026054
UV_VISOR,UV_VISOR_MAGENTA,1.0006519959899425,0.5235305393444651,-0.0031295509502327,11.202458468393033,14.0,1.0,0.2750619034662419,0.5676872276633462,0.331071045061769,0.0006519959899424776,0.02353053934446514,0.0031295509502327,1.249725677582295,0.8672762206862441,0.0624269012793387,0.0424711441955294,0.0592394837420382,0.1553442748807759,0.0592394837420382
UV_VISOR,UV_VISOR_ORANGE,1.009570607133553,0.5354983755645948,0.0017082417634405,10.460568900706251,13.0,1.0,0.686915422131953,0.5430423555360165,0.708408455958891,0.009570607133553066,0.035498375564594786,0.0017082417634405,1.2427622362988593,0.7106385537268379,0.0202643018250998,0.0204975317918478,0.0577622790260995,0.1216151756383844,0.0577622790260995
UV_VISOR,UV_VISOR_RED,0.9869795196782102,0.556513955765763,-0.0030851558720795,11.03045304432564,14.0,1.0,0.3156103179293565,0.581103342917572,0.2614438474264793,0.013020480321789818,0.05651395576576301,0.0030851558720795,1.269213507708278,0.5885627440575719,0.0490916953864636,0.0183112074381398,0.0591180390218179,0.143144292866213,0.0591180390218179
UV_VISOR,UV_VISOR_YELLOW,1.0052962015229776,0.5292554078325943,0.0027184793693572,11.0061588293722,14.0,1.0,0.5588859520490349,0.6058038271603103,0.5422546252452165,0.005296201522977606,0.029255407832594282,0.0027184793693572,1.2720150796514147,0.4425694693352666,0.0243953580914884,0.0243832696159715,0.060989422933441,0.1500345868108691,0.060989422933441
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,1.0024007026942374,0.5358244118518937,-0.0061897994381092,9.448883196282525,8.0,0.6022666666666666,0.3825877334198246,0.5334544646073098,0.4055572904813442,0.002400702694237422,0.03582441185189367,0.0061897994381092,0.8466609051900907,0.6654088797856402,0.0362042672068654,0.0175056339850131,0.041728674600354,0.1287430865164243,0.041728674600354
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,0.984359692364284,0.5419332008392509,-0.0074758457516952,9.857300312012764,9.0,0.5731333333333334,0.1355053390678725,0.5834153729899921,0.1600070795340348,0.015640307635716,0.041933200839250895,0.0074758457516952,0.913028893827248,0.4672921000746968,0.0440905112839071,0.0222755942388694,0.0355172853997905,0.1192548758330058,0.0355172853997905
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,0.9838776927352804,0.5264543558096313,-0.0036528673273592,10.130010691536688,9.0,0.5617,0.425198272987176,0.544676405295774,0.4651120522792505,0.016122307264719637,0.02645435580963129,0.0036528673273592,0.8884492103763744,0.1924292682547195,0.032526177176672,0.020575985026312,0.0400134709106458,0.1334626872881885,0.0400134709106458
TRANSLATOR,TRANSLATOR_SPACE_GRAY,1.019280527782529,0.5464354361234552,0.0076941720129419,9.42380356359836,9.0,0.6006,0.653774332894842,0.5304702843498199,0.7332777268030297,0.019280527782528978,0.04643543612345524,0.0076941720129419,0.9550283958342043,0.5081334986424794,0.0334192106296316,0.0177437217353833,0.0392496860692714,0.0857396058917582,0.0392496860692714
TRANSLATOR,TRANSLATOR_VOID_BLUE,0.9838863692768266,0.5248468664106108,-0.0085820650790966,10.833165737574834,10.0,0.5526,0.4231159783492143,0.5774775541476505,0.446903064450503,0.0161136307231734,0.024846866410610846,0.0085820650790966,0.9230912036465021,0.6654088797856402,0.0348450456514454,0.031660512242311,0.0435846806229684,0.1477756702223539,0.0435846806229684
PANEL,PANEL_1X2,0.9981058138029092,0.5534618765465047,-0.0023697336477834,9.054314775969502,12.0,1.0,0.4657787444405866,0.4737964230073804,0.4432420748919704,0.001894186197090808,0.053461876546504694,0.0023697336477834,1.325334969781309,0.5373740488496442,0.0169666194927844,0.003282738154848,0.0566831211939944,0.1980006795446981,0.0566831211939944
PANEL,PANEL_1X4,0.9870513720102062,0.5788716540562764,-0.0015807191803393,9.483080758364387,8.0,0.6125,0.7124189012854835,0.6382586174318826,0.6449062665712954,0.012948627989793793,0.07887165405627639,0.0015807191803393,0.8436077055384916,0.6442909494543231,0.1044761722394398,0.0573549127559168,0.0478727767958238,0.1486089691767852,0.0348528665205052
PANEL,PANEL_2X2,0.9753545531598248,0.524794900055665,-0.0112492968957879,9.596168133627376,9.0,0.5955333333333334,0.6407118514537887,0.6177754309249975,0.6996243011871939,0.024645446840175222,0.02479490005566498,0.0112492968957879,0.9378743551253282,0.6442909494543231,0.0350725115046765,0.0100773528234522,0.0346695968596583,0.1314590171375339,0.0346695968596583
PANEL,PANEL_2X4,0.9857523220024456,0.5443397349276411,4.904608210985361e-05,11.289150694291232,10.0,0.5504666666666667,0.4162556789391249,0.5584161965959643,0.395937343286307,0.014247677997554442,0.044339734927641095,4.904608210985361e-05,0.8858062285462149,0.6041255195487586,0.0572081855296331,0.0262733677370216,0.0437487871865406,0.1501300786795288,0.0437487871865406
PANEL,PANEL_4X4,0.9931089021713008,0.5390812809899231,-0.0056752379092603,9.957093872356968,9.0,0.5720333333333333,0.5141557415478614,0.5997077093986306,0.536482089740209,0.006891097828699233,0.03908128098992314,0.0056752379092603,0.9038781913049885,0.4940698948572033,0.0210295611925634,0.0137981559887842,0.0318742528638152,0.1379610515851947,0.0318742528638152
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,0.8360007572123812,0.514832501380314,-0.0889519883580496,10.890280858021288,12.0,1.0,0.803506663481746,0.5860736799425853,0.7846431178685915,0.1639992427876188,0.014832501380314,0.0889519883580496,1.1018999561578195,0.6458024937318021,0.0443339025354072,0.0377736907066332,0.0574983565563281,0.0586986762326692,0.0574983565563281
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,1.0044986805869365,0.5498636141963955,-0.0030728488189794,9.883569991545109,13.0,1.0,0.4384944878218957,0.5292401892732569,0.4716259470983391,0.0044986805869364765,0.04986361419639551,0.0030728488189794,1.3153142043938413,0.320982718606284,0.0236970616631061,0.0136243130868482,0.0547025894546207,0.1391561342359403,0.0547025894546207
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,1.0078556681812698,0.5367284466351636,-0.0034793574595926,12.014562508420996,15.0,1.0,0.7317599574522193,0.5087774184704322,0.5880356928411969,0.007855668181269815,0.036728446635163614,0.0034793574595926,1.2484849106645801,0.6458024937318021,0.0575998025676311,0.029485461580078,0.0657915773492112,0.1439652156434029,0.0657915773492112
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,0.9833685205942916,0.5159310320240391,-0.005231659820666,10.100781128890068,13.0,1.0,0.6740311301982759,0.6452315340408474,0.6890291492387958,0.016631479405708416,0.015931032024039116,0.005231659820666,1.2870291746860685,0.5579056571779268,0.0528389082109953,0.0317530081236655,0.0514357533323822,0.1252778489903079,0.0514357533323822
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,0.7984549893384327,0.5183116706989166,-0.1226615992767894,10.983313583575043,12.0,1.0,0.1366966239198874,0.5815936197668194,0.1568958307570841,0.20154501066156727,0.018311670698916593,0.1226615992767894,1.0925664562600996,0.321579673138524,0.0485709967825646,0.0546076926121847,0.0546076926121847,0.0849656558002811,0.0539089969472469
SNACKPACK,SNACKPACK_CHOCOLATE,0.9501387998123924,0.5413412104605411,-0.0308824902321209,6.575629448170933,17.0,1.0,0.0677492526514884,0.4558432130868084,0.0530039518214734,0.049861200187607646,0.04134121046054107,0.0308824902321209,2.5853038304536295,0.9258729584924744,0.0550520078954965,0.0214134166014592,0.1178031655394886,0.1178031655394886,0.1178031655394886
SNACKPACK,SNACKPACK_VANILLA,0.9518499427430096,0.5460917456705935,-0.0267967591505214,6.5130845088618745,17.0,1.0,0.0376499256415875,0.4849648316281642,0.0272746596474885,0.0481500572569904,0.04609174567059349,0.0267967591505214,2.610130419292019,0.9258729584924744,0.0293719690259086,0.0141933597054711,0.1136083390278536,0.1136083390278536,0.1136083390278536
SNACKPACK,SNACKPACK_RASPBERRY,0.9825420408545834,0.540192066170443,-0.0169127858602525,8.091811635504358,17.0,1.0,0.0013635310535008,0.4586372247791715,0.0075377046224038,0.01745795914541659,0.04019206617044302,0.0169127858602525,2.1008892403537023,0.4973612095210287,0.0513495999381919,0.038076714343431,0.1019267001996372,0.1019267001996372,0.1019267001996372
SNACKPACK,SNACKPACK_STRAWBERRY,0.9881697563478266,0.5453858324655922,-0.0141449916565129,8.13303063521981,18.0,1.0,0.1489935333536864,0.4540492878184735,0.2441026081757573,0.011830243652173444,0.045385832465592246,0.0141449916565129,2.2131971226140004,0.5410357062744586,0.0527720047436206,0.0343074991111984,0.0970470877312179,0.1257562256478635,0.0970470877312179
SNACKPACK,SNACKPACK_PISTACHIO,0.9718865195102824,0.5355032282218282,-0.0251995360514534,5.237774061032533,16.0,1.0,0.0780754766115592,0.4644193106572244,0.0895201814730293,0.028113480489717624,0.035503228221828165,0.0251995360514534,3.0547327573816516,0.4973612095210287,0.0520522067277868,0.0309082734101908,0.1323893775654667,0.1323893775654667,0.1323893775654667
