product,day,ts,row_idx,sign,abs_ret,baseline_std,z,spread,depth_l1,n_ticks_day,family
ROBOT_DISHES,4,590700,5907,1,100.0,24.558628880802928,4.071888560446807,8.0,14.0,10000,ROBOT
ROBOT_DISHES,4,590800,5908,-1,100.0,24.962496920480685,4.006009507724934,8.0,12.0,10000,ROBOT
ROBOT_DISHES,4,612800,6128,-1,100.0,24.539363494627178,4.075085322481763,8.0,10.0,10000,ROBOT
ROBOT_DISHES,4,613400,6134,1,100.0,24.94675693076604,4.0085370726754945,8.0,8.0,10000,ROBOT
ROBOT_DISHES,4,617200,6172,1,100.0,24.5396901525991,4.0750310773344705,8.0,12.0,10000,ROBOT
ROBOT_DISHES,4,617300,6173,-1,100.0,24.94065099680212,4.009518436901344,8.0,10.0,10000,ROBOT
ROBOT_DISHES,4,729400,7294,-1,100.0,23.21408597328673,4.3077293723764765,8.0,16.0,10000,ROBOT
ROBOT_DISHES,4,729600,7296,1,100.0,23.639239142885,4.230254594725324,8.0,12.0,10000,ROBOT
ROBOT_DISHES,4,729700,7297,-1,100.0,24.061877480691088,4.155951674188637,8.0,16.0,10000,ROBOT
ROBOT_DISHES,4,741000,7410,-1,100.0,22.344183248668934,4.475437696115256,8.0,12.0,10000,ROBOT
ROBOT_DISHES,4,742100,7421,-1,100.0,22.781703448689814,4.389487389528417,8.0,8.0,10000,ROBOT
ROBOT_DISHES,4,742200,7422,1,100.0,23.209596522591255,4.3085626198914815,8.0,10.0,10000,ROBOT
ROBOT_DISHES,4,742500,7425,-1,100.0,23.645003115768173,4.229223380110822,8.0,12.0,10000,ROBOT
ROBOT_DISHES,4,742600,7426,1,100.0,24.057546239426028,4.156699898018603,8.0,12.0,10000,ROBOT
ROBOT_DISHES,4,744700,7447,-1,100.0,24.057213034721897,4.156757470438055,8.0,12.0,10000,ROBOT
ROBOT_DISHES,4,744900,7449,1,100.0,24.057213034721897,4.156757470438055,8.0,14.0,10000,ROBOT
ROBOT_DISHES,4,745200,7452,-1,100.0,24.4775468664897,4.085376714645461,8.0,8.0,10000,ROBOT
ROBOT_DISHES,4,749800,7498,-1,100.0,23.627028440874426,4.232440835725301,8.0,16.0,10000,ROBOT
ROBOT_DISHES,4,754600,7546,1,100.0,19.92048320956604,5.019958549598781,8.0,10.0,10000,ROBOT
ROBOT_DISHES,4,754700,7547,-1,100.0,20.432007582901214,4.894281660490684,8.0,16.0,10000,ROBOT
ROBOT_DISHES,4,755800,7558,1,100.0,20.432007582901218,4.894281660490683,8.0,12.0,10000,ROBOT
ROBOT_DISHES,4,757500,7575,-1,102.0,19.948631426531005,5.113132716680677,4.0,10.0,10000,ROBOT
ROBOT_DISHES,4,760900,7609,-1,100.0,19.969515846065217,5.007632672261503,8.0,14.0,10000,ROBOT
ROBOT_DISHES,4,765100,7651,1,100.0,19.969917255471493,5.007532015316754,8.0,10.0,10000,ROBOT
ROBOT_DISHES,4,765200,7652,-1,100.0,20.476292562723014,4.883696581970581,8.0,8.0,10000,ROBOT
ROBOT_DISHES,4,767000,7670,1,100.0,20.949409431079896,4.77340424936481,8.0,8.0,10000,ROBOT
ROBOT_DISHES,4,767700,7677,-1,100.0,21.432655398593685,4.665777438224549,8.0,10.0,10000,ROBOT
ROBOT_DISHES,4,768000,7680,1,100.0,21.885107169754978,4.569317354689453,8.0,8.0,10000,ROBOT
ROBOT_DISHES,4,768800,7688,-1,100.0,22.34848786427477,4.4745756673701065,8.0,8.0,10000,ROBOT
ROBOT_DISHES,4,769600,7696,1,100.0,22.782407163254327,4.389351804812342,8.0,14.0,10000,ROBOT
ROBOT_DISHES,4,769800,7698,-1,100.0,23.227549119012743,4.305232527444995,8.0,16.0,10000,ROBOT
ROBOT_DISHES,4,770500,7705,1,102.0,22.800027774830962,4.473678760716169,4.0,11.0,10000,ROBOT
ROBOT_DISHES,4,770800,7708,-1,100.0,22.85266918716396,4.375856456022593,8.0,16.0,10000,ROBOT
ROBOT_DISHES,4,770900,7709,1,100.0,23.279257885409233,4.29566958243446,8.0,12.0,10000,ROBOT
ROBOT_DISHES,4,771000,7710,-1,100.0,23.713385445747605,4.217027561449791,8.0,10.0,10000,ROBOT
ROBOT_DISHES,4,773100,7731,1,100.0,24.12442695592791,4.145176181083454,8.0,16.0,10000,ROBOT
ROBOT_DISHES,4,773200,7732,-1,100.0,24.543609709150513,4.074380304487866,8.0,12.0,10000,ROBOT
ROBOT_DISHES,4,773400,7734,1,100.0,24.941293797085635,4.00941510146057,8.0,14.0,10000,ROBOT
ROBOT_DISHES,4,839300,8393,-1,100.0,23.277536110480998,4.29598732122571,8.0,8.0,10000,ROBOT
ROBOT_DISHES,4,839400,8394,1,100.0,23.70831432929534,4.217929567284095,8.0,14.0,10000,ROBOT
ROBOT_DISHES,4,839800,8398,-1,100.0,23.277880475654893,4.295923767826917,8.0,10.0,10000,ROBOT
ROBOT_DISHES,4,839900,8399,1,100.0,23.708652437470988,4.2178694155536345,8.0,16.0,10000,ROBOT
ROBOT_DISHES,4,840300,8403,-1,100.0,24.123430099376755,4.14534747289456,8.0,10.0,10000,ROBOT
ROBOT_DISHES,4,840400,8404,1,100.0,24.539363494627164,4.075085322481765,8.0,8.0,10000,ROBOT
ROBOT_DISHES,4,841400,8414,-1,100.0,24.529561732684762,4.076713684890406,8.0,12.0,10000,ROBOT
ROBOT_DISHES,4,849500,8495,1,100.0,24.52269816824607,4.077854700731419,8.0,10.0,10000,ROBOT
ROBOT_DISHES,4,849700,8497,-1,100.0,24.9239323705072,4.012207965960108,8.0,8.0,10000,ROBOT
ROBOT_DISHES,4,994600,9946,-1,100.0,24.122433201630617,4.145518785942383,8.0,14.0,10000,ROBOT
ROBOT_LAUNDRY,2,478300,4783,1,41.5,10.203338288249025,4.067296293390046,7.0,8.0,10000,ROBOT
ROBOT_IRONING,2,38100,381,1,100.0,11.55005168522628,8.657969914360681,8.0,8.0,10000,ROBOT
ROBOT_IRONING,2,38300,383,-1,100.0,12.604817434008911,7.933474683273965,8.0,34.0,10000,ROBOT
ROBOT_IRONING,2,39900,399,1,100.0,13.331653966447986,7.500944762868269,8.0,8.0,10000,ROBOT
ROBOT_IRONING,2,40300,403,-1,100.0,14.17165204346941,7.056340340086326,8.0,34.0,10000,ROBOT
ROBOT_IRONING,2,40400,404,1,100.0,15.009118289919499,6.662616555375043,8.0,12.0,10000,ROBOT
ROBOT_IRONING,2,42600,426,-1,100.0,15.399129369857624,6.493873620916569,8.0,34.0,10000,ROBOT
ROBOT_IRONING,2,47800,478,1,100.0,15.30255100389771,6.534858140615183,8.0,14.0,10000,ROBOT
ROBOT_IRONING,2,48000,480,-1,100.0,15.939420040928928,6.2737539849769925,8.0,30.0,10000,ROBOT
ROBOT_IRONING,2,48100,481,1,100.0,16.566686899393826,6.036209931851793,8.0,16.0,10000,ROBOT
ROBOT_IRONING,2,48300,483,-1,100.0,17.148201575696923,5.83151530838801,8.0,24.0,10000,ROBOT
ROBOT_IRONING,2,48700,487,1,100.0,17.671924264677433,5.658693331992124,8.0,14.0,10000,ROBOT
ROBOT_IRONING,2,52300,523,-1,100.0,17.94870223229655,5.571433449938342,8.0,34.0,10000,ROBOT
ROBOT_IRONING,2,52400,524,1,100.0,18.499840220292516,5.405452090894806,8.0,12.0,10000,ROBOT
ROBOT_IRONING,2,53100,531,-1,100.0,19.006380112213364,5.261391143900185,8.0,34.0,10000,ROBOT
ROBOT_IRONING,2,54300,543,1,100.0,19.527484356429042,5.120987331226664,8.0,12.0,10000,ROBOT
ROBOT_IRONING,2,55200,552,-1,100.0,20.033038843135632,4.991753911277681,8.0,34.0,10000,ROBOT
ROBOT_IRONING,2,55400,554,1,100.0,20.528097954053667,4.871371922709141,8.0,12.0,10000,ROBOT
ROBOT_IRONING,2,55700,557,-1,100.0,20.528097954053667,4.871371922709141,8.0,26.0,10000,ROBOT
ROBOT_IRONING,2,55800,558,1,100.0,21.00958842079545,4.759731509115107,8.0,14.0,10000,ROBOT
ROBOT_IRONING,2,55900,559,-1,100.0,21.48215459240212,4.655026550985176,8.0,34.0,10000,ROBOT
ROBOT_IRONING,2,56000,560,1,100.0,21.942720112416865,4.557320126569557,8.0,10.0,10000,ROBOT
ROBOT_IRONING,2,56500,565,-1,100.0,22.395605065559288,4.465161789880969,8.0,24.0,10000,ROBOT
ROBOT_IRONING,2,58200,582,1,100.0,22.355292846135406,4.473213600388472,8.0,10.0,10000,ROBOT
ROBOT_IRONING,2,58400,584,-1,102.0,22.775995168418515,4.478399264038943,8.0,28.0,10000,ROBOT
ROBOT_IRONING,2,58700,587,1,100.0,23.20868989351071,4.308730930476201,8.0,10.0,10000,ROBOT
ROBOT_IRONING,2,59900,599,-1,100.0,23.588795274982775,4.239300855947295,8.0,36.0,10000,ROBOT
ROBOT_IRONING,2,69900,699,1,100.0,23.85657713388678,4.191716164426465,8.0,10.0,10000,ROBOT
ROBOT_IRONING,2,70600,706,-1,100.0,24.259155245524365,4.122155078687221,8.0,34.0,10000,ROBOT
ROBOT_IRONING,2,72300,723,1,100.0,24.540670100426254,4.074868354889098,8.0,14.0,10000,ROBOT
ROBOT_IRONING,2,72400,724,-1,100.0,24.944828902559248,4.008846899316289,8.0,32.0,10000,ROBOT
ROBOT_IRONING,2,92600,926,1,100.0,24.463952459483693,4.087646923186936,8.0,8.0,10000,ROBOT
