day,leader,follower,lag,corr
2,GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_STRAWBERRY,1,-0.005139134880793802
2,GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_VANILLA,1,0.0021474735055583864
2,GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_ASTRO_BLACK,1,-0.003956676480810736
2,GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_ECLIPSE_CHARCOAL,1,-0.011696816574487682
2,GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_GRAPHITE_MIST,1,0.021802906342636447
2,GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_SPACE_GRAY,1,-0.0004271235690531528
2,GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_VOID_BLUE,1,0.007699572345406969
2,GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_AMBER,1,-0.000800464004973413
2,GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_MAGENTA,1,-0.00361927443200402
2,GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_ORANGE,1,0.0030706047770590974
2,GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_RED,1,-0.0005519320658882566
2,GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_YELLOW,1,-0.00260640849000532
2,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,1,-0.011324712230785995
2,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,1,0.016302385480419717
2,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,1,-0.008218027428776937
2,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,1,-0.002181654509738958
2,GALAXY_SOUNDS_DARK_MATTER,MICROCHIP_CIRCLE,1,0.013654265047470825
2,GALAXY_SOUNDS_DARK_MATTER,MICROCHIP_OVAL,1,-0.012533024760925096
2,GALAXY_SOUNDS_DARK_MATTER,MICROCHIP_RECTANGLE,1,-0.0032650703199316785
2,GALAXY_SOUNDS_DARK_MATTER,MICROCHIP_SQUARE,1,0.01151884580786071
2,GALAXY_SOUNDS_DARK_MATTER,MICROCHIP_TRIANGLE,1,-0.0018297246165636892
2,GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_CHOCOLATE,1,-0.009320609146993647
2,GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_EVENING_BREATH,1,0.013157030365748895
2,GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_GARLIC,1,0.011751289524196707
2,GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_MINT,1,0.0057054462692976106
2,GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_MORNING_BREATH,1,-0.010539591595332003
2,GALAXY_SOUNDS_DARK_MATTER,PANEL_1X2,1,0.007991271408264928
2,GALAXY_SOUNDS_DARK_MATTER,PANEL_1X4,1,-0.008255648267854262
2,GALAXY_SOUNDS_DARK_MATTER,PANEL_2X2,1,0.00484452053309406
2,GALAXY_SOUNDS_DARK_MATTER,PANEL_2X4,1,0.0005975950059693529
2,GALAXY_SOUNDS_DARK_MATTER,PANEL_4X4,1,0.0020445793361279804
2,GALAXY_SOUNDS_DARK_MATTER,PEBBLES_L,1,-0.003087420144039979
2,GALAXY_SOUNDS_DARK_MATTER,PEBBLES_M,1,-0.002680563145215501
2,GALAXY_SOUNDS_DARK_MATTER,PEBBLES_S,1,-5.4724326968673965e-05
2,GALAXY_SOUNDS_DARK_MATTER,PEBBLES_XL,1,0.002843156954338076
2,GALAXY_SOUNDS_DARK_MATTER,PEBBLES_XS,1,0.003212589298441397
2,GALAXY_SOUNDS_DARK_MATTER,ROBOT_DISHES,1,-0.014450294945863864
2,GALAXY_SOUNDS_DARK_MATTER,ROBOT_IRONING,1,0.0012595694147855255
2,GALAXY_SOUNDS_DARK_MATTER,ROBOT_LAUNDRY,1,-0.0035351479136412857
2,GALAXY_SOUNDS_DARK_MATTER,ROBOT_MOPPING,1,-0.004886749417680153
2,GALAXY_SOUNDS_DARK_MATTER,ROBOT_VACUUMING,1,0.0023119600047083
2,GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_COTTON,1,0.006233804752077869
2,GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_LAMB_WOOL,1,-0.006004739988656295
2,GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_NYLON,1,0.0008509563034100403
2,GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_POLYESTER,1,-0.012611504462058928
2,GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_SUEDE,1,-0.0028938242987139023
2,GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_CHOCOLATE,1,-0.010155381408717802
2,GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_PISTACHIO,1,-0.015985472876445025
2,GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_RASPBERRY,1,0.0030522683999978113
2,GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_STRAWBERRY,1,-0.013850189208871806
2,GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_VANILLA,1,-0.0024301664068139546
2,GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_ASTRO_BLACK,1,0.003953776753421975
2,GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_ECLIPSE_CHARCOAL,1,0.01501473754739998
2,GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_GRAPHITE_MIST,1,-0.006845448545916572
2,GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_SPACE_GRAY,1,0.003634970304939918
2,GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_VOID_BLUE,1,-0.015330273939532499
2,GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_AMBER,1,0.016875817935400973
2,GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_MAGENTA,1,-0.0008009419422377103
2,GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_ORANGE,1,-0.012335809023266597
2,GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_RED,1,7.569101607628766e-05
2,GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_YELLOW,1,-0.004956731801181179
2,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_BLACK_HOLES,1,-0.002693710424742027
2,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_DARK_MATTER,1,-0.008610709103932782
2,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,1,-0.017487676137878886
2,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,1,0.0010866606417732768
2,GALAXY_SOUNDS_PLANETARY_RINGS,MICROCHIP_CIRCLE,1,0.006724560148292825
2,GALAXY_SOUNDS_PLANETARY_RINGS,MICROCHIP_OVAL,1,-0.0004583708666578074
2,GALAXY_SOUNDS_PLANETARY_RINGS,MICROCHIP_RECTANGLE,1,-0.019279274081576134
2,GALAXY_SOUNDS_PLANETARY_RINGS,MICROCHIP_SQUARE,1,0.0018141704707571689
2,GALAXY_SOUNDS_PLANETARY_RINGS,MICROCHIP_TRIANGLE,1,0.026561477344635948
2,GALAXY_SOUNDS_PLANETARY_RINGS,OXYGEN_SHAKE_CHOCOLATE,1,0.0024261439957470403
2,GALAXY_SOUNDS_PLANETARY_RINGS,OXYGEN_SHAKE_EVENING_BREATH,1,0.005325541860371449
2,GALAXY_SOUNDS_PLANETARY_RINGS,OXYGEN_SHAKE_GARLIC,1,-0.009498564819941026
2,GALAXY_SOUNDS_PLANETARY_RINGS,OXYGEN_SHAKE_MINT,1,0.0016479766167146956
2,GALAXY_SOUNDS_PLANETARY_RINGS,OXYGEN_SHAKE_MORNING_BREATH,1,-0.016658981160762965
2,GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_1X2,1,-0.007015309550081829
2,GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_1X4,1,0.0026900471696790435
2,GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_2X2,1,-0.0008319499827943303
2,GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_2X4,1,-0.01211829133870019
2,GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_4X4,1,-0.010838309364071775
2,GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_L,1,-0.005311035814769512
2,GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_M,1,-0.00333176528978854
2,GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_S,1,0.004115942180587644
2,GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_XL,1,-0.00413620969665124
2,GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_XS,1,0.014292719121232318
2,GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_DISHES,1,-0.00019299446095602938
2,GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_IRONING,1,0.00627754352369817
2,GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_LAUNDRY,1,0.014462508933477105
2,GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_MOPPING,1,-0.016708260159287728
2,GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_VACUUMING,1,-0.01401055818907415
2,GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_COTTON,1,-0.00685364208724983
2,GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_LAMB_WOOL,1,-0.016311028499808384
2,GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_NYLON,1,-0.0029723581802010408
2,GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_POLYESTER,1,0.009505242389136295
2,GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_SUEDE,1,-0.004635325038938347
2,GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_CHOCOLATE,1,-0.010590095951586151
2,GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_PISTACHIO,1,-0.013844395055938898
2,GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_RASPBERRY,1,0.0059821053404109726
2,GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_STRAWBERRY,1,-0.01277540683647724
2,GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_VANILLA,1,0.005058436377269464
2,GALAXY_SOUNDS_PLANETARY_RINGS,TRANSLATOR_ASTRO_BLACK,1,-0.013810282875224313
2,GALAXY_SOUNDS_PLANETARY_RINGS,TRANSLATOR_ECLIPSE_CHARCOAL,1,-0.0009741866913455546
2,GALAXY_SOUNDS_PLANETARY_RINGS,TRANSLATOR_GRAPHITE_MIST,1,0.009936144967376073
2,GALAXY_SOUNDS_PLANETARY_RINGS,TRANSLATOR_SPACE_GRAY,1,-0.014179456445117188
2,GALAXY_SOUNDS_PLANETARY_RINGS,TRANSLATOR_VOID_BLUE,1,0.0004976941460579916
2,GALAXY_SOUNDS_PLANETARY_RINGS,UV_VISOR_AMBER,1,-0.006776936317288024
2,GALAXY_SOUNDS_PLANETARY_RINGS,UV_VISOR_MAGENTA,1,0.0023006123313826844
2,GALAXY_SOUNDS_PLANETARY_RINGS,UV_VISOR_ORANGE,1,0.008021362584809023
2,GALAXY_SOUNDS_PLANETARY_RINGS,UV_VISOR_RED,1,-0.007862132819401353
2,GALAXY_SOUNDS_PLANETARY_RINGS,UV_VISOR_YELLOW,1,0.003921046742372923
2,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_BLACK_HOLES,1,-0.0019802090149079856
2,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_DARK_MATTER,1,-0.007697654473124119
2,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_PLANETARY_RINGS,1,0.008266034307759839
2,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,1,-0.023988173852973554
2,GALAXY_SOUNDS_SOLAR_FLAMES,MICROCHIP_CIRCLE,1,0.01287118429849536
2,GALAXY_SOUNDS_SOLAR_FLAMES,MICROCHIP_OVAL,1,-0.003926566433458832
2,GALAXY_SOUNDS_SOLAR_FLAMES,MICROCHIP_RECTANGLE,1,-0.02556071172013194
2,GALAXY_SOUNDS_SOLAR_FLAMES,MICROCHIP_SQUARE,1,-0.009080955180917475
2,GALAXY_SOUNDS_SOLAR_FLAMES,MICROCHIP_TRIANGLE,1,0.006347561839702051
2,GALAXY_SOUNDS_SOLAR_FLAMES,OXYGEN_SHAKE_CHOCOLATE,1,-0.009231715284289496
2,GALAXY_SOUNDS_SOLAR_FLAMES,OXYGEN_SHAKE_EVENING_BREATH,1,-0.014874129029576157
2,GALAXY_SOUNDS_SOLAR_FLAMES,OXYGEN_SHAKE_GARLIC,1,-0.002899458046371582
2,GALAXY_SOUNDS_SOLAR_FLAMES,OXYGEN_SHAKE_MINT,1,-0.012889555761600502
2,GALAXY_SOUNDS_SOLAR_FLAMES,OXYGEN_SHAKE_MORNING_BREATH,1,-0.01397927072692498
2,GALAXY_SOUNDS_SOLAR_FLAMES,PANEL_1X2,1,-0.003558460674142352
2,GALAXY_SOUNDS_SOLAR_FLAMES,PANEL_1X4,1,-0.0063810123290520765
2,GALAXY_SOUNDS_SOLAR_FLAMES,PANEL_2X2,1,-0.004027189456150167
2,GALAXY_SOUNDS_SOLAR_FLAMES,PANEL_2X4,1,-0.023278457455701992
2,GALAXY_SOUNDS_SOLAR_FLAMES,PANEL_4X4,1,0.0023098351637874273
2,GALAXY_SOUNDS_SOLAR_FLAMES,PEBBLES_L,1,-0.004135789757058276
2,GALAXY_SOUNDS_SOLAR_FLAMES,PEBBLES_M,1,-0.01251749862979514
2,GALAXY_SOUNDS_SOLAR_FLAMES,PEBBLES_S,1,0.011265725257010029
2,GALAXY_SOUNDS_SOLAR_FLAMES,PEBBLES_XL,1,0.016413403642648223
2,GALAXY_SOUNDS_SOLAR_FLAMES,PEBBLES_XS,1,-0.028692394185722715
2,GALAXY_SOUNDS_SOLAR_FLAMES,ROBOT_DISHES,1,-0.011331512608331618
2,GALAXY_SOUNDS_SOLAR_FLAMES,ROBOT_IRONING,1,0.004016254099371747
2,GALAXY_SOUNDS_SOLAR_FLAMES,ROBOT_LAUNDRY,1,-0.0020578666646169333
2,GALAXY_SOUNDS_SOLAR_FLAMES,ROBOT_MOPPING,1,0.005515520152492458
2,GALAXY_SOUNDS_SOLAR_FLAMES,ROBOT_VACUUMING,1,-0.0024377373458908313
2,GALAXY_SOUNDS_SOLAR_FLAMES,SLEEP_POD_COTTON,1,0.012043554330942143
2,GALAXY_SOUNDS_SOLAR_FLAMES,SLEEP_POD_LAMB_WOOL,1,-0.00221033073145418
2,GALAXY_SOUNDS_SOLAR_FLAMES,SLEEP_POD_NYLON,1,-0.00756591879812462
2,GALAXY_SOUNDS_SOLAR_FLAMES,SLEEP_POD_POLYESTER,1,0.005071470376105076
2,GALAXY_SOUNDS_SOLAR_FLAMES,SLEEP_POD_SUEDE,1,0.008208805211496615
2,GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_CHOCOLATE,1,0.006339503513513915
2,GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_PISTACHIO,1,-0.002701736527974207
2,GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_RASPBERRY,1,-0.013354469439114969
2,GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_STRAWBERRY,1,0.002728682194390017
2,GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_VANILLA,1,-0.020818415470806963
2,GALAXY_SOUNDS_SOLAR_FLAMES,TRANSLATOR_ASTRO_BLACK,1,-0.008903350309956842
2,GALAXY_SOUNDS_SOLAR_FLAMES,TRANSLATOR_ECLIPSE_CHARCOAL,1,-0.014381022562481171
2,GALAXY_SOUNDS_SOLAR_FLAMES,TRANSLATOR_GRAPHITE_MIST,1,0.012246275442385763
2,GALAXY_SOUNDS_SOLAR_FLAMES,TRANSLATOR_SPACE_GRAY,1,-0.0013974239391021433
2,GALAXY_SOUNDS_SOLAR_FLAMES,TRANSLATOR_VOID_BLUE,1,-0.006951330864134971
2,GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_AMBER,1,-0.0018260756432070676
2,GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_MAGENTA,1,-0.0024787199298514076
2,GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_ORANGE,1,-0.016454729733083876
2,GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_RED,1,0.0185750854797109
2,GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_YELLOW,1,-0.004293712228906425
2,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_BLACK_HOLES,1,-0.007027142555718704
2,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_DARK_MATTER,1,-0.01082625801349138
2,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_PLANETARY_RINGS,1,-0.019164691052880788
2,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,1,0.000990328111001873
2,GALAXY_SOUNDS_SOLAR_WINDS,MICROCHIP_CIRCLE,1,-0.006369869019613146
2,GALAXY_SOUNDS_SOLAR_WINDS,MICROCHIP_OVAL,1,-0.00521481555025476
2,GALAXY_SOUNDS_SOLAR_WINDS,MICROCHIP_RECTANGLE,1,0.0010830915373620906
2,GALAXY_SOUNDS_SOLAR_WINDS,MICROCHIP_SQUARE,1,-0.016042354524870107
2,GALAXY_SOUNDS_SOLAR_WINDS,MICROCHIP_TRIANGLE,1,-0.018144250894348127
2,GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_CHOCOLATE,1,0.001740943489850864
2,GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_EVENING_BREATH,1,-0.0017940425275456
2,GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_GARLIC,1,0.0045419032837528866
2,GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_MINT,1,-0.0036664957730969563
2,GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_MORNING_BREATH,1,0.011885738130819404
2,GALAXY_SOUNDS_SOLAR_WINDS,PANEL_1X2,1,0.007890529383215203
2,GALAXY_SOUNDS_SOLAR_WINDS,PANEL_1X4,1,-0.0028820611289728667
2,GALAXY_SOUNDS_SOLAR_WINDS,PANEL_2X2,1,-0.01699513193834077
2,GALAXY_SOUNDS_SOLAR_WINDS,PANEL_2X4,1,0.003004436386490507
2,GALAXY_SOUNDS_SOLAR_WINDS,PANEL_4X4,1,0.002036651215988669
2,GALAXY_SOUNDS_SOLAR_WINDS,PEBBLES_L,1,-0.0012785475396133773
2,GALAXY_SOUNDS_SOLAR_WINDS,PEBBLES_M,1,0.015719793006376926
2,GALAXY_SOUNDS_SOLAR_WINDS,PEBBLES_S,1,0.012359366357844237
2,GALAXY_SOUNDS_SOLAR_WINDS,PEBBLES_XL,1,-0.004768597488840778
2,GALAXY_SOUNDS_SOLAR_WINDS,PEBBLES_XS,1,-0.012493263466428444
2,GALAXY_SOUNDS_SOLAR_WINDS,ROBOT_DISHES,1,-0.004796801601293483
2,GALAXY_SOUNDS_SOLAR_WINDS,ROBOT_IRONING,1,-0.004492049437545186
2,GALAXY_SOUNDS_SOLAR_WINDS,ROBOT_LAUNDRY,1,0.0017835061447418752
2,GALAXY_SOUNDS_SOLAR_WINDS,ROBOT_MOPPING,1,-0.004125815854863949
2,GALAXY_SOUNDS_SOLAR_WINDS,ROBOT_VACUUMING,1,0.011270444471726504
2,GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_COTTON,1,-0.004978308921864876
2,GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_LAMB_WOOL,1,-0.010530461914226002
2,GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_NYLON,1,-0.007146809141574127
2,GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_POLYESTER,1,-0.010509107753079746
2,GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_SUEDE,1,0.007188780866511153
2,GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_CHOCOLATE,1,-0.020399302343506724
2,GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_PISTACHIO,1,-0.002624973049370984
2,GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_RASPBERRY,1,-0.0058450343439539814
2,GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_STRAWBERRY,1,-0.0003492582106513619
2,GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_VANILLA,1,0.007538557377521479
2,GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_ASTRO_BLACK,1,-0.0005737617810119339
2,GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_ECLIPSE_CHARCOAL,1,-0.015173889651325122
2,GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_GRAPHITE_MIST,1,-0.010906198017954253
2,GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_SPACE_GRAY,1,0.005256149391324453
2,GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_VOID_BLUE,1,-0.00535752256714282
2,GALAXY_SOUNDS_SOLAR_WINDS,UV_VISOR_AMBER,1,0.0016636547705600065
2,GALAXY_SOUNDS_SOLAR_WINDS,UV_VISOR_MAGENTA,1,-0.0015829337774868123
2,GALAXY_SOUNDS_SOLAR_WINDS,UV_VISOR_ORANGE,1,-0.013463402204356288
2,GALAXY_SOUNDS_SOLAR_WINDS,UV_VISOR_RED,1,-0.008046262925252111
2,GALAXY_SOUNDS_SOLAR_WINDS,UV_VISOR_YELLOW,1,-0.002991586570255262
2,MICROCHIP_CIRCLE,GALAXY_SOUNDS_BLACK_HOLES,1,0.022398267037306685
2,MICROCHIP_CIRCLE,GALAXY_SOUNDS_DARK_MATTER,1,-0.004696483571927336
2,MICROCHIP_CIRCLE,GALAXY_SOUNDS_PLANETARY_RINGS,1,0.0014005699428039132
2,MICROCHIP_CIRCLE,GALAXY_SOUNDS_SOLAR_FLAMES,1,-0.002402849376809956
2,MICROCHIP_CIRCLE,GALAXY_SOUNDS_SOLAR_WINDS,1,-0.0011319995847782662
2,MICROCHIP_CIRCLE,MICROCHIP_OVAL,1,-0.003748552672735201
2,MICROCHIP_CIRCLE,MICROCHIP_RECTANGLE,1,-0.01949377694820178
2,MICROCHIP_CIRCLE,MICROCHIP_SQUARE,1,-0.005192448150762743
2,MICROCHIP_CIRCLE,MICROCHIP_TRIANGLE,1,-0.002054477697536861
2,MICROCHIP_CIRCLE,OXYGEN_SHAKE_CHOCOLATE,1,-0.001967147040455315
2,MICROCHIP_CIRCLE,OXYGEN_SHAKE_EVENING_BREATH,1,-0.014373942253436859
2,MICROCHIP_CIRCLE,OXYGEN_SHAKE_GARLIC,1,0.014935346539667774
2,MICROCHIP_CIRCLE,OXYGEN_SHAKE_MINT,1,0.0019850484432780945
2,MICROCHIP_CIRCLE,OXYGEN_SHAKE_MORNING_BREATH,1,0.005495966351587174
2,MICROCHIP_CIRCLE,PANEL_1X2,1,0.0006200107070810322
2,MICROCHIP_CIRCLE,PANEL_1X4,1,-0.010511267172797906
2,MICROCHIP_CIRCLE,PANEL_2X2,1,-0.009088140819018669
2,MICROCHIP_CIRCLE,PANEL_2X4,1,0.019275540568593593
2,MICROCHIP_CIRCLE,PANEL_4X4,1,-0.00798152338173496
2,MICROCHIP_CIRCLE,PEBBLES_L,1,-0.009792248909043427
2,MICROCHIP_CIRCLE,PEBBLES_M,1,-0.03013057073466386
