leader,follower,lag,mean_corr,min_corr,max_corr,n_days,sign_stable,abs_mean
PEBBLES_XS,OXYGEN_SHAKE_CHOCOLATE,1,0.019822206452126335,0.0005620891652175736,0.03516944272940554,3,True,0.019822206452126335
ROBOT_MOPPING,MICROCHIP_SQUARE,2,-0.01968619782263086,-0.02548061622062668,-0.013540754934922558,3,True,0.01968619782263086
OXYGEN_SHAKE_EVENING_BREATH,UV_VISOR_RED,2,0.019594249645023556,0.008766348582702296,0.027956878432650392,3,True,0.019594249645023556
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_PISTACHIO,1,-0.01929137254986793,-0.033967226324883096,-0.007369212898934612,3,True,0.01929137254986793
TRANSLATOR_GRAPHITE_MIST,GALAXY_SOUNDS_BLACK_HOLES,1,-0.01901807728481641,-0.02605424764995542,-0.010080896602723122,3,True,0.01901807728481641
SNACKPACK_VANILLA,SNACKPACK_STRAWBERRY,1,-0.018941025722556654,-0.02333170286554459,-0.011029674964656747,3,True,0.018941025722556654
ROBOT_LAUNDRY,PEBBLES_L,3,-0.018888553752829055,-0.02020811104621672,-0.01714001385794987,3,True,0.018888553752829055
SNACKPACK_STRAWBERRY,SNACKPACK_PISTACHIO,1,-0.018881251695724334,-0.02496669009176776,-0.009461755000332533,3,True,0.018881251695724334
TRANSLATOR_ECLIPSE_CHARCOAL,MICROCHIP_RECTANGLE,1,-0.018876708921932158,-0.020653438694454032,-0.01610617133377366,3,True,0.018876708921932158
TRANSLATOR_GRAPHITE_MIST,PANEL_1X2,4,-0.0188626102201736,-0.02233048138459365,-0.014676538107683969,3,True,0.0188626102201736
PEBBLES_S,OXYGEN_SHAKE_CHOCOLATE,3,0.01884269076362974,0.0108018885991834,0.024250153046007007,3,True,0.01884269076362974
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_STRAWBERRY,1,-0.018770661931463265,-0.027729017778293275,-0.008969269903221017,3,True,0.018770661931463265
UV_VISOR_MAGENTA,TRANSLATOR_ECLIPSE_CHARCOAL,2,0.018767270131072034,0.009710867008078852,0.031229769309927352,3,True,0.018767270131072034
PANEL_4X4,GALAXY_SOUNDS_PLANETARY_RINGS,3,-0.018719690773837203,-0.02404065381681736,-0.011672195505916671,3,True,0.018719690773837203
SNACKPACK_PISTACHIO,PEBBLES_S,5,0.01858090801766029,0.012478537178426728,0.026500672474075233,3,True,0.01858090801766029
SNACKPACK_PISTACHIO,SNACKPACK_VANILLA,1,-0.018540877075051435,-0.024821135336409342,-0.010059830635478897,3,True,0.018540877075051435
PEBBLES_S,TRANSLATOR_SPACE_GRAY,2,-0.018402763274011972,-0.027063394869399484,-0.01182846678439345,3,True,0.018402763274011972
PANEL_1X4,PEBBLES_S,1,-0.018401963716869297,-0.02428194979174997,-0.01089244937062376,3,True,0.018401963716869297
TRANSLATOR_VOID_BLUE,SNACKPACK_PISTACHIO,1,-0.018314902031777953,-0.026290204045007027,-0.010586076385970018,3,True,0.018314902031777953
OXYGEN_SHAKE_EVENING_BREATH,PANEL_1X2,1,-0.018307558051349402,-0.023909220341332887,-0.007814763717292311,3,True,0.018307558051349402
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MORNING_BREATH,5,-0.018265359928662316,-0.02472388233496646,-0.011930363021213568,3,True,0.018265359928662316
TRANSLATOR_VOID_BLUE,SLEEP_POD_COTTON,2,-0.018249023526672774,-0.02469798119364272,-0.011252615307942321,3,True,0.018249023526672774
PANEL_1X4,ROBOT_VACUUMING,1,-0.01815005884363188,-0.03421228730796854,-0.007783196743347615,3,True,0.01815005884363188
SNACKPACK_VANILLA,SLEEP_POD_NYLON,2,0.018109861309435225,0.013430716738763632,0.025932210321874438,3,True,0.018109861309435225
SNACKPACK_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,1,-0.017954203253976505,-0.0294950105077989,-0.009599340617711045,3,True,0.017954203253976505
TRANSLATOR_ASTRO_BLACK,SNACKPACK_VANILLA,1,-0.01794729057672766,-0.022027609343754945,-0.01334943193550135,3,True,0.01794729057672766
SNACKPACK_CHOCOLATE,SLEEP_POD_SUEDE,1,-0.017932584425788423,-0.025332183570031024,-0.01045577033930391,3,True,0.017932584425788423
ROBOT_VACUUMING,ROBOT_MOPPING,3,-0.01788079252519748,-0.03456704880829079,-0.0005303345656321927,3,True,0.01788079252519748
OXYGEN_SHAKE_CHOCOLATE,GALAXY_SOUNDS_PLANETARY_RINGS,1,-0.017677300754043935,-0.026543799058597103,-0.006904610660424453,3,True,0.017677300754043935
MICROCHIP_CIRCLE,UV_VISOR_YELLOW,1,-0.017669345626719814,-0.022109060652758417,-0.010464772845733966,3,True,0.017669345626719814
SNACKPACK_RASPBERRY,UV_VISOR_AMBER,4,-0.017646290297710896,-0.0240648853824112,-0.013249924558982263,3,True,0.017646290297710896
MICROCHIP_SQUARE,SNACKPACK_RASPBERRY,1,0.017627745303021886,0.009305909362608495,0.0220567476181261,3,True,0.017627745303021886
PEBBLES_M,PEBBLES_XL,5,-0.017601642846258536,-0.0276322193541349,-0.009973783101860716,3,True,0.017601642846258536
SLEEP_POD_POLYESTER,TRANSLATOR_ECLIPSE_CHARCOAL,5,0.01758558696689297,0.011225338795288734,0.0282200730299756,3,True,0.01758558696689297
PEBBLES_S,SNACKPACK_PISTACHIO,3,-0.017578037204055725,-0.02564419209075167,-0.011586390465641258,3,True,0.017578037204055725
OXYGEN_SHAKE_EVENING_BREATH,PEBBLES_XL,1,-0.017560844330797246,-0.028153826474616804,-0.0045178082830814375,3,True,0.017560844330797246
UV_VISOR_AMBER,SNACKPACK_VANILLA,2,-0.01753706899088701,-0.02410077996743549,-0.012022069446365644,3,True,0.01753706899088701
PANEL_4X4,GALAXY_SOUNDS_SOLAR_WINDS,1,-0.017465343056479364,-0.030515550885550448,-0.0052434192277364304,3,True,0.017465343056479364
UV_VISOR_RED,GALAXY_SOUNDS_PLANETARY_RINGS,3,-0.01744373705410479,-0.017875394636463718,-0.01671298079006089,3,True,0.01744373705410479
SNACKPACK_CHOCOLATE,OXYGEN_SHAKE_MINT,1,-0.01741989877900713,-0.023539223423317455,-0.010728832631288144,3,True,0.01741989877900713
GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_ASTRO_BLACK,5,-0.017409834413323323,-0.02226399387990399,-0.008319126778745493,3,True,0.017409834413323323
UV_VISOR_AMBER,SNACKPACK_CHOCOLATE,2,0.017318309367075468,0.013727828655909248,0.021905993024678425,3,True,0.017318309367075468
ROBOT_VACUUMING,GALAXY_SOUNDS_SOLAR_FLAMES,3,-0.017294072144324813,-0.024234430444338838,-0.011492358804075621,3,True,0.017294072144324813
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_PLANETARY_RINGS,2,-0.01727691853529751,-0.024510246943700905,-0.011634418381102964,3,True,0.01727691853529751
SLEEP_POD_LAMB_WOOL,GALAXY_SOUNDS_PLANETARY_RINGS,5,-0.017265323375902517,-0.025083091809995895,-0.004456959838730419,3,True,0.017265323375902517
TRANSLATOR_SPACE_GRAY,GALAXY_SOUNDS_SOLAR_WINDS,2,0.01726202285939594,-0.0008635160511076833,0.034934463047101,3,False,0.01726202285939594
SNACKPACK_PISTACHIO,UV_VISOR_MAGENTA,1,-0.017241937612137413,-0.03332333107206416,-0.004778612900181752,3,True,0.017241937612137413
SNACKPACK_CHOCOLATE,SNACKPACK_RASPBERRY,1,-0.0171020229032678,-0.019145217252460486,-0.01522225938490376,3,True,0.0171020229032678
ROBOT_VACUUMING,MICROCHIP_TRIANGLE,1,-0.017064769782884834,-0.031162241747879706,-0.0019710536801564606,3,True,0.017064769782884834
PANEL_1X4,ROBOT_LAUNDRY,4,-0.017027550276837774,-0.0224324016105604,-0.014219127449074,3,True,0.017027550276837774
GALAXY_SOUNDS_BLACK_HOLES,MICROCHIP_TRIANGLE,5,0.016980729616528627,0.011759863698291047,0.02523483891270454,3,True,0.016980729616528627
MICROCHIP_SQUARE,SNACKPACK_STRAWBERRY,1,-0.01696451310702262,-0.02057464072039131,-0.014053903145688476,3,True,0.01696451310702262
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_ASTRO_BLACK,4,0.016916734321144322,0.008394546966957942,0.027132366359205087,3,True,0.016916734321144322
TRANSLATOR_SPACE_GRAY,SNACKPACK_VANILLA,2,0.016916240333235976,0.005105537609829839,0.02382114475888973,3,True,0.016916240333235976
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,1,-0.016870947697180262,-0.026305778082917248,-0.0004113247549986909,3,True,0.016870947697180262
PEBBLES_XL,OXYGEN_SHAKE_CHOCOLATE,1,-0.016869621334723434,-0.02743426813062112,-0.007605407436315841,3,True,0.016869621334723434
PANEL_1X2,ROBOT_IRONING,2,-0.016841991127787722,-0.033549188928067616,-0.00617238465785608,3,True,0.016841991127787722
MICROCHIP_RECTANGLE,ROBOT_DISHES,4,0.01679357275759957,0.008557463254101477,0.024642089259459855,3,True,0.01679357275759957
PEBBLES_S,SNACKPACK_STRAWBERRY,5,-0.01675492346789874,-0.019793018031081452,-0.014673677985857938,3,True,0.01675492346789874
ROBOT_DISHES,SLEEP_POD_POLYESTER,5,-0.016747415154216464,-0.023833307008438505,-0.010839034547580215,3,True,0.016747415154216464
PEBBLES_L,SLEEP_POD_NYLON,4,0.01673992950680453,0.004617496451156849,0.03682323901228023,3,True,0.01673992950680453
UV_VISOR_YELLOW,MICROCHIP_SQUARE,1,0.016713423124333004,0.012544589477790356,0.02245032649811912,3,True,0.016713423124333004
PANEL_2X4,ROBOT_DISHES,5,0.01666364616339055,0.012310686673717807,0.0200694908979924,3,True,0.01666364616339055
ROBOT_LAUNDRY,PEBBLES_S,5,0.016622740501235148,0.009616887978472204,0.02085065912382552,3,True,0.016622740501235148
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_DARK_MATTER,1,-0.016549962208435205,-0.04109154752558842,0.002267918913774189,3,False,0.016549962208435205
OXYGEN_SHAKE_GARLIC,UV_VISOR_AMBER,1,-0.016540202826541114,-0.02119120601862171,-0.009951058071462524,3,True,0.016540202826541114
SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,2,-0.016531435847548608,-0.02567656925332352,-0.01052317598605544,3,True,0.016531435847548608
GALAXY_SOUNDS_SOLAR_FLAMES,PANEL_2X4,1,-0.016489529545081153,-0.023278457455701992,-0.00900504051806659,3,True,0.016489529545081153
TRANSLATOR_VOID_BLUE,SNACKPACK_STRAWBERRY,1,-0.016483436051231645,-0.025536820471174816,-0.007632973295942962,3,True,0.016483436051231645
GALAXY_SOUNDS_SOLAR_FLAMES,OXYGEN_SHAKE_MORNING_BREATH,1,-0.016456862429073793,-0.02086214880206257,-0.01397927072692498,3,True,0.016456862429073793
PEBBLES_XS,MICROCHIP_CIRCLE,2,0.01645306485660168,0.012342118426209792,0.02139093843084495,3,True,0.01645306485660168
SNACKPACK_CHOCOLATE,UV_VISOR_ORANGE,1,-0.016425071483067353,-0.02923809502646924,-0.009017437766578937,3,True,0.016425071483067353
SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,4,0.016421786593688033,0.006649735583261064,0.027934922591592883,3,True,0.016421786593688033
PANEL_1X2,GALAXY_SOUNDS_DARK_MATTER,1,-0.016412600409314877,-0.02271883093754227,-0.01318498796252347,3,True,0.016412600409314877
MICROCHIP_RECTANGLE,OXYGEN_SHAKE_CHOCOLATE,1,0.016409923556224892,0.014525452594684837,0.019167398351964668,3,True,0.016409923556224892
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_CHOCOLATE,3,0.01640701749184298,0.010130679069587806,0.01989025553120165,3,True,0.01640701749184298
UV_VISOR_RED,MICROCHIP_RECTANGLE,4,0.016403912925299583,0.006238622077155287,0.02693160765542449,3,True,0.016403912925299583
OXYGEN_SHAKE_MORNING_BREATH,ROBOT_IRONING,2,0.016398839812222486,0.010619126685657638,0.021610773704658404,3,True,0.016398839812222486
GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_SPACE_GRAY,4,0.01634717698781125,0.009340115476919566,0.023844284382189326,3,True,0.01634717698781125
TRANSLATOR_GRAPHITE_MIST,SNACKPACK_CHOCOLATE,1,-0.016303147298706015,-0.028982963094946447,-0.006652516666002568,3,True,0.016303147298706015
MICROCHIP_SQUARE,OXYGEN_SHAKE_GARLIC,4,0.01628497089003972,0.0060829073444751205,0.029668194953461572,3,True,0.01628497089003972
PEBBLES_S,SNACKPACK_RASPBERRY,5,0.016260000947156406,0.010845366785628493,0.022634769928176045,3,True,0.016260000947156406
PANEL_1X2,SNACKPACK_CHOCOLATE,1,-0.016258420313523952,-0.028938338834142166,-0.005956109494750021,3,True,0.016258420313523952
SLEEP_POD_POLYESTER,PEBBLES_L,4,0.016245930257058724,0.008935710468864875,0.024290986375677216,3,True,0.016245930257058724
SNACKPACK_RASPBERRY,PEBBLES_S,5,-0.01623277715251985,-0.02297584221048212,-0.0126521404650053,3,True,0.01623277715251985
OXYGEN_SHAKE_MORNING_BREATH,SLEEP_POD_POLYESTER,1,-0.01621935844846226,-0.02560956438068081,-0.011409374859005415,3,True,0.01621935844846226
TRANSLATOR_ECLIPSE_CHARCOAL,MICROCHIP_SQUARE,3,-0.01621687039168031,-0.01870441233561072,-0.012720096028232757,3,True,0.01621687039168031
SNACKPACK_CHOCOLATE,SLEEP_POD_NYLON,2,-0.0161961960941467,-0.025058553663095246,-0.006506618703785945,3,True,0.0161961960941467
SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY,1,-0.016180244132250835,-0.018366867726179757,-0.013218083410018979,3,True,0.016180244132250835
ROBOT_DISHES,SNACKPACK_PISTACHIO,1,-0.01615154814985249,-0.02121665139679666,-0.006448472143668121,3,True,0.01615154814985249
PANEL_1X4,SNACKPACK_STRAWBERRY,1,-0.016116927688842243,-0.019849536774924084,-0.011977854167125735,3,True,0.016116927688842243
TRANSLATOR_VOID_BLUE,PEBBLES_S,5,0.016109258697898515,0.006168946809217491,0.027153239162932396,3,True,0.016109258697898515
SLEEP_POD_SUEDE,UV_VISOR_RED,1,-0.01607756542164307,-0.023373962896300872,-0.006297191754852509,3,True,0.01607756542164307
MICROCHIP_OVAL,PANEL_2X2,1,0.016021145601390504,0.0014460837579813408,0.03345765418079357,3,True,0.016021145601390504
OXYGEN_SHAKE_GARLIC,PEBBLES_M,5,0.016019550488194177,0.002953339472694776,0.02943157878054045,3,True,0.016019550488194177
UV_VISOR_AMBER,PANEL_1X4,4,0.01599904431548362,0.008462186683179797,0.02606977866079736,3,True,0.01599904431548362
MICROCHIP_CIRCLE,PEBBLES_L,3,0.0159709845953682,0.01280367161416055,0.018687984527481653,3,True,0.0159709845953682
SLEEP_POD_NYLON,OXYGEN_SHAKE_EVENING_BREATH,1,-0.015937427074574514,-0.02254315234700445,-0.006280260942067613,3,True,0.015937427074574514
MICROCHIP_RECTANGLE,ROBOT_IRONING,3,0.015934273953407255,0.008675330311575656,0.02252270831824989,3,True,0.015934273953407255
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_RASPBERRY,1,-0.01586438754373425,-0.01956287081901316,-0.013354469439114969,3,True,0.01586438754373425
UV_VISOR_ORANGE,MICROCHIP_RECTANGLE,1,-0.015830283592883174,-0.03419145723786932,-0.005007309346164407,3,True,0.015830283592883174
MICROCHIP_RECTANGLE,PANEL_4X4,5,-0.015784289314729003,-0.028124949697505394,0.0033501872425214024,3,False,0.015784289314729003
GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_CHOCOLATE,1,-0.015778986071940133,-0.020399302343506724,-0.010960987466579945,3,True,0.015778986071940133
UV_VISOR_AMBER,TRANSLATOR_GRAPHITE_MIST,3,-0.01572951822623826,-0.030031898285451296,-0.005713452280919328,3,True,0.01572951822623826
UV_VISOR_RED,SLEEP_POD_SUEDE,4,0.015712377734734363,0.010606407246504315,0.020986932286185988,3,True,0.015712377734734363
MICROCHIP_RECTANGLE,MICROCHIP_OVAL,1,0.01570973824070354,0.0036475422361445958,0.02402556282874645,3,True,0.01570973824070354
MICROCHIP_SQUARE,SNACKPACK_PISTACHIO,1,-0.01570041190408389,-0.016874040380734864,-0.01498757924590549,3,True,0.01570041190408389
GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_NYLON,1,-0.015700330378002624,-0.03382819327537405,-0.006125988717059695,3,True,0.015700330378002624
UV_VISOR_YELLOW,SNACKPACK_RASPBERRY,5,0.015694685001190912,0.0009666576863721002,0.030028505964893735,3,True,0.015694685001190912
UV_VISOR_MAGENTA,SNACKPACK_VANILLA,3,-0.015684497288547854,-0.02430425036589478,-0.00010429209318730851,3,True,0.015684497288547854
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_L,3,-0.0156806350624884,-0.01957310436678736,-0.012631300381428049,3,True,0.0156806350624884
ROBOT_LAUNDRY,UV_VISOR_MAGENTA,2,-0.01565607814158741,-0.022807909994239012,-0.004561213827267412,3,True,0.01565607814158741
SLEEP_POD_NYLON,PEBBLES_L,4,0.015622589880298599,0.010471006157700212,0.019961340217745312,3,True,0.015622589880298599
SNACKPACK_CHOCOLATE,TRANSLATOR_ASTRO_BLACK,1,-0.015618662134692178,-0.027087010508166,-0.00623711675565654,3,True,0.015618662134692178
OXYGEN_SHAKE_GARLIC,MICROCHIP_SQUARE,4,-0.015597268945304325,-0.023802278453968585,-0.011208280194674753,3,True,0.015597268945304325
GALAXY_SOUNDS_BLACK_HOLES,PANEL_2X4,5,0.015578871791785234,0.014652253262679962,0.01612076158446368,3,True,0.015578871791785234
MICROCHIP_OVAL,UV_VISOR_RED,2,-0.01555895381791835,-0.026074359780617038,-0.006373701244226758,3,True,0.01555895381791835
SNACKPACK_VANILLA,UV_VISOR_YELLOW,1,-0.015533124882549676,-0.021757147897311344,-0.010012922554781645,3,True,0.015533124882549676
PANEL_2X4,OXYGEN_SHAKE_MINT,4,0.015530933908932216,0.013884792972057426,0.016764191075156545,3,True,0.015530933908932216
PEBBLES_M,GALAXY_SOUNDS_SOLAR_WINDS,4,0.015511740551343127,0.008113947839881468,0.02833664417585186,3,True,0.015511740551343127
OXYGEN_SHAKE_GARLIC,UV_VISOR_YELLOW,2,0.01548410345767332,0.0093019472895604,0.020925192391657438,3,True,0.01548410345767332
PANEL_2X4,SLEEP_POD_COTTON,2,-0.015474960001588158,-0.02765030122605833,-0.005832083986938263,3,True,0.015474960001588158
SNACKPACK_CHOCOLATE,TRANSLATOR_GRAPHITE_MIST,4,0.015457690297851287,0.012013442663177377,0.02195442554033656,3,True,0.015457690297851287
TRANSLATOR_ASTRO_BLACK,PANEL_1X4,4,-0.015454914015744033,-0.026157219845571192,-0.008387997299449522,3,True,0.015454914015744033
PANEL_1X2,PANEL_4X4,4,0.015444598142439474,0.011205297448070162,0.019032436222624745,3,True,0.015444598142439474
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,4,-0.015422532707932297,-0.025317618756734155,-0.006248083736774871,3,True,0.015422532707932297
UV_VISOR_RED,MICROCHIP_TRIANGLE,5,-0.015421823188660906,-0.021304783555641745,-0.008072619339744768,3,True,0.015421823188660906
ROBOT_IRONING,OXYGEN_SHAKE_MORNING_BREATH,3,-0.01537854011438163,-0.026761596214132523,-0.006667269263757393,3,True,0.01537854011438163
PANEL_1X4,GALAXY_SOUNDS_SOLAR_WINDS,5,0.015377086457442181,0.0014778015540091163,0.02493753122571341,3,True,0.015377086457442181
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_VOID_BLUE,3,-0.015376298191164465,-0.036907815542746934,-1.7755271305349807e-05,3,True,0.015376298191164465
SLEEP_POD_LAMB_WOOL,PANEL_4X4,2,0.015370462591979843,0.006526067504420649,0.02255471151018707,3,True,0.015370462591979843
SLEEP_POD_COTTON,PANEL_4X4,2,0.015336800769870517,0.010657562877311014,0.018863715802836436,3,True,0.015336800769870517
TRANSLATOR_VOID_BLUE,OXYGEN_SHAKE_EVENING_BREATH,3,0.015293428186330131,0.004531112694165497,0.03261679525763239,3,True,0.015293428186330131
OXYGEN_SHAKE_GARLIC,PANEL_1X2,1,-0.015283795394591277,-0.025905065560306192,-0.007319116565342038,3,True,0.015283795394591277
PANEL_1X2,PEBBLES_XL,2,0.015265157495029588,0.010672490469456878,0.018338418272649717,3,True,0.015265157495029588
PEBBLES_S,MICROCHIP_RECTANGLE,1,-0.015238738073778055,-0.02293782186541632,-0.0022601228181250116,3,True,0.015238738073778055
SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,4,-0.015220426731188173,-0.022659384529627284,-0.0089475279695871,3,True,0.015220426731188173
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,4,0.015220410918852066,0.003352005999766955,0.02263947180449352,3,True,0.015220410918852066
SNACKPACK_PISTACHIO,PANEL_4X4,1,0.015219368606721234,0.004540723630709547,0.023873257020639464,3,True,0.015219368606721234
PANEL_1X4,MICROCHIP_OVAL,5,-0.015212821324333235,-0.021435564463089963,-0.004103242758407024,3,True,0.015212821324333235
OXYGEN_SHAKE_EVENING_BREATH,SLEEP_POD_LAMB_WOOL,1,-0.015206553763885897,-0.022216176616266566,-0.009692421695275498,3,True,0.015206553763885897
UV_VISOR_MAGENTA,ROBOT_IRONING,5,0.01519903992085874,0.0020699268393734116,0.02515756894677199,3,True,0.01519903992085874
SNACKPACK_PISTACHIO,OXYGEN_SHAKE_MINT,2,-0.015169346654328134,-0.023408142960235277,-0.00929841312284557,3,True,0.015169346654328134
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_EVENING_BREATH,1,-0.01516851788440939,-0.017529861313596323,-0.010635461138704234,3,True,0.01516851788440939
SLEEP_POD_POLYESTER,UV_VISOR_AMBER,1,0.015156864316422769,0.008288710714579093,0.028005253330525434,3,True,0.015156864316422769
SLEEP_POD_LAMB_WOOL,GALAXY_SOUNDS_DARK_MATTER,5,-0.01514813494253176,-0.029874397594871073,0.0031233500126673216,3,False,0.01514813494253176
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_RASPBERRY,1,-0.015086752196395417,-0.026971863466611543,-0.00865658362158156,3,True,0.015086752196395417
PANEL_2X4,OXYGEN_SHAKE_GARLIC,2,0.015073400060116572,0.01336246829786116,0.016346753785022327,3,True,0.015073400060116572
PANEL_1X2,UV_VISOR_YELLOW,1,-0.015071484707092568,-0.02315000489518812,-0.0051086762197186724,3,True,0.015071484707092568
PEBBLES_L,SLEEP_POD_POLYESTER,4,0.015057983640586026,0.0028875620273552003,0.02131439562330368,3,True,0.015057983640586026
TRANSLATOR_ASTRO_BLACK,GALAXY_SOUNDS_BLACK_HOLES,1,-0.015048440281936864,-0.020294715714449612,-0.012197260921687296,3,True,0.015048440281936864
MICROCHIP_RECTANGLE,UV_VISOR_ORANGE,5,0.015014461971495002,0.004647262831803795,0.020892521328634405,3,True,0.015014461971495002
OXYGEN_SHAKE_MINT,UV_VISOR_AMBER,1,-0.014989207295891439,-0.02635701275823354,-0.005457328590691281,3,True,0.014989207295891439
UV_VISOR_ORANGE,SLEEP_POD_POLYESTER,1,-0.014977813142268656,-0.027860101090667253,-0.00604667575769985,3,True,0.014977813142268656
UV_VISOR_AMBER,ROBOT_MOPPING,5,-0.01491400096962516,-0.02459908320593652,-0.007673402445845916,3,True,0.01491400096962516
SLEEP_POD_POLYESTER,SNACKPACK_VANILLA,5,-0.014893937579827835,-0.02634805477005234,-0.006830846663740167,3,True,0.014893937579827835
PEBBLES_XL,SNACKPACK_STRAWBERRY,5,0.014872188042664347,0.00623234023337797,0.01937438776079529,3,True,0.014872188042664347
MICROCHIP_RECTANGLE,OXYGEN_SHAKE_EVENING_BREATH,2,0.014864939929742638,0.0037035708365978923,0.02797412619607485,3,True,0.014864939929742638
PEBBLES_L,ROBOT_VACUUMING,5,0.014829849850831979,0.007628189612570272,0.024837491885978304,3,True,0.014829849850831979
TRANSLATOR_VOID_BLUE,GALAXY_SOUNDS_BLACK_HOLES,1,-0.014824879554570384,-0.025756565216699383,-0.005199368605791153,3,True,0.014824879554570384
TRANSLATOR_ASTRO_BLACK,PANEL_4X4,4,-0.01475311359275779,-0.017893886896707192,-0.01203637416149415,3,True,0.01475311359275779
SNACKPACK_CHOCOLATE,GALAXY_SOUNDS_SOLAR_WINDS,1,-0.014738235627037773,-0.016039129498007242,-0.013858003359953366,3,True,0.014738235627037773
GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_VOID_BLUE,4,-0.01470904132532253,-0.020124758416914017,-0.010763596135517712,3,True,0.01470904132532253
SNACKPACK_PISTACHIO,PEBBLES_M,3,0.014708851147281042,0.0032053226975222978,0.02067011473071219,3,True,0.014708851147281042
SNACKPACK_CHOCOLATE,OXYGEN_SHAKE_GARLIC,1,-0.014690940067892394,-0.03275595354322804,-0.0002858186216345246,3,True,0.014690940067892394
UV_VISOR_ORANGE,UV_VISOR_RED,1,-0.014672423810890851,-0.016653267709844936,-0.012121558476542461,3,True,0.014672423810890851
PANEL_4X4,PEBBLES_XS,1,-0.014661622776259481,-0.016698694515116384,-0.011293600733134514,3,True,0.014661622776259481
ROBOT_IRONING,MICROCHIP_RECTANGLE,4,0.01465898800079469,0.007962304362970813,0.018200922743597987,3,True,0.01465898800079469
