family,leg,lag,loo,n,corr,day,predictor
SLEEP_POD,SLEEP_POD_POLYESTER,2,True,9997,-0.007320424219780681,2,mid
SLEEP_POD,SLEEP_POD_POLYESTER,3,True,9996,-0.004692870827526766,2,mid
SLEEP_POD,SLEEP_POD_POLYESTER,4,True,9995,0.0026187945110390234,2,mid
SLEEP_POD,SLEEP_POD_POLYESTER,5,True,9994,0.006464246177440953,2,mid
SLEEP_POD,SLEEP_POD_NYLON,1,True,9998,-0.0035871012651123115,2,mid
SLEEP_POD,SLEEP_POD_NYLON,2,True,9997,0.00040771097985237376,2,mid
SLEEP_POD,SLEEP_POD_NYLON,3,True,9996,-0.005320858178072106,2,mid
SLEEP_POD,SLEEP_POD_NYLON,4,True,9995,0.0028502761536364405,2,mid
SLEEP_POD,SLEEP_POD_NYLON,5,True,9994,-0.0010502516956892951,2,mid
SLEEP_POD,SLEEP_POD_COTTON,1,True,9998,-0.0026206997217954947,2,mid
SLEEP_POD,SLEEP_POD_COTTON,2,True,9997,-0.012861044738313917,2,mid
SLEEP_POD,SLEEP_POD_COTTON,3,True,9996,-0.0008513485340704959,2,mid
SLEEP_POD,SLEEP_POD_COTTON,4,True,9995,0.016581362380996962,2,mid
SLEEP_POD,SLEEP_POD_COTTON,5,True,9994,0.021727719824570387,2,mid
MICROCHIP,MICROCHIP_CIRCLE,1,True,9998,-0.012200076894910806,2,mid
MICROCHIP,MICROCHIP_CIRCLE,2,True,9997,-0.008818507629428573,2,mid
MICROCHIP,MICROCHIP_CIRCLE,3,True,9996,0.015216765607597682,2,mid
MICROCHIP,MICROCHIP_CIRCLE,4,True,9995,0.014445562805353378,2,mid
MICROCHIP,MICROCHIP_CIRCLE,5,True,9994,0.001148873136629573,2,mid
MICROCHIP,MICROCHIP_OVAL,1,True,9998,0.006306789502011362,2,mid
MICROCHIP,MICROCHIP_OVAL,2,True,9997,-0.004666065883967405,2,mid
MICROCHIP,MICROCHIP_OVAL,3,True,9996,-0.0027297015957281063,2,mid
MICROCHIP,MICROCHIP_OVAL,4,True,9995,0.003243563161533638,2,mid
MICROCHIP,MICROCHIP_OVAL,5,True,9994,0.005673448439958987,2,mid
MICROCHIP,MICROCHIP_SQUARE,1,True,9998,0.0026367778277718293,2,mid
MICROCHIP,MICROCHIP_SQUARE,2,True,9997,0.007198775398551376,2,mid
MICROCHIP,MICROCHIP_SQUARE,3,True,9996,0.000670229307214607,2,mid
MICROCHIP,MICROCHIP_SQUARE,4,True,9995,0.0001746540489486067,2,mid
MICROCHIP,MICROCHIP_SQUARE,5,True,9994,0.003668793712092228,2,mid
MICROCHIP,MICROCHIP_RECTANGLE,1,True,9998,-0.01401605575057073,2,mid
MICROCHIP,MICROCHIP_RECTANGLE,2,True,9997,0.017150122050905495,2,mid
MICROCHIP,MICROCHIP_RECTANGLE,3,True,9996,0.004856506192593662,2,mid
MICROCHIP,MICROCHIP_RECTANGLE,4,True,9995,0.002559383173576629,2,mid
MICROCHIP,MICROCHIP_RECTANGLE,5,True,9994,0.009040594975654334,2,mid
MICROCHIP,MICROCHIP_TRIANGLE,1,True,9998,-0.01643247464149591,2,mid
MICROCHIP,MICROCHIP_TRIANGLE,2,True,9997,0.01756046010621028,2,mid
MICROCHIP,MICROCHIP_TRIANGLE,3,True,9996,-0.012275357636880901,2,mid
MICROCHIP,MICROCHIP_TRIANGLE,4,True,9995,0.000569908717714295,2,mid
MICROCHIP,MICROCHIP_TRIANGLE,5,True,9994,0.0020803008568703605,2,mid
PEBBLES,PEBBLES_XS,1,True,9998,0.006577440573225353,2,mid
PEBBLES,PEBBLES_XS,2,True,9997,-0.011284165890078421,2,mid
PEBBLES,PEBBLES_XS,3,True,9996,0.00039159470100506264,2,mid
PEBBLES,PEBBLES_XS,4,True,9995,0.003793389706039829,2,mid
PEBBLES,PEBBLES_XS,5,True,9994,-0.0107654754248292,2,mid
PEBBLES,PEBBLES_S,1,True,9998,-0.022314714256754457,2,mid
PEBBLES,PEBBLES_S,2,True,9997,0.011007517697953469,2,mid
PEBBLES,PEBBLES_S,3,True,9996,0.029495424352064675,2,mid
PEBBLES,PEBBLES_S,4,True,9995,-1.562787247481725e-05,2,mid
PEBBLES,PEBBLES_S,5,True,9994,-0.0027135392216728928,2,mid
PEBBLES,PEBBLES_M,1,True,9998,-0.005389036596695598,2,mid
PEBBLES,PEBBLES_M,2,True,9997,-0.003868360880598372,2,mid
PEBBLES,PEBBLES_M,3,True,9996,0.0017132537603362361,2,mid
PEBBLES,PEBBLES_M,4,True,9995,-0.0004988850560035394,2,mid
PEBBLES,PEBBLES_M,5,True,9994,-0.0032422783941483575,2,mid
PEBBLES,PEBBLES_L,1,True,9998,-0.011914443109142681,2,mid
PEBBLES,PEBBLES_L,2,True,9997,0.0060386161430635065,2,mid
PEBBLES,PEBBLES_L,3,True,9996,0.0028248795386171485,2,mid
PEBBLES,PEBBLES_L,4,True,9995,-0.0040571341083426565,2,mid
PEBBLES,PEBBLES_L,5,True,9994,0.0043164759482572064,2,mid
PEBBLES,PEBBLES_XL,1,True,9998,-0.0035008399383681084,2,mid
PEBBLES,PEBBLES_XL,2,True,9997,0.0006818354893489499,2,mid
PEBBLES,PEBBLES_XL,3,True,9996,0.0033314761231657553,2,mid
PEBBLES,PEBBLES_XL,4,True,9995,0.015118617597402228,2,mid
PEBBLES,PEBBLES_XL,5,True,9994,-0.02375494004239525,2,mid
ROBOT,ROBOT_VACUUMING,1,True,9998,0.009067050764764597,2,mid
ROBOT,ROBOT_VACUUMING,2,True,9997,0.01525474251713496,2,mid
ROBOT,ROBOT_VACUUMING,3,True,9996,0.0042422191595299944,2,mid
ROBOT,ROBOT_VACUUMING,4,True,9995,0.004215379685413125,2,mid
ROBOT,ROBOT_VACUUMING,5,True,9994,0.013702248034795965,2,mid
ROBOT,ROBOT_MOPPING,1,True,9998,0.002406762461500828,2,mid
ROBOT,ROBOT_MOPPING,2,True,9997,0.00019475021548141487,2,mid
ROBOT,ROBOT_MOPPING,3,True,9996,0.006212883571954726,2,mid
ROBOT,ROBOT_MOPPING,4,True,9995,-0.0023322767068810427,2,mid
ROBOT,ROBOT_MOPPING,5,True,9994,-0.003919435499710767,2,mid
ROBOT,ROBOT_DISHES,1,True,9998,-0.004430261925564324,2,mid
ROBOT,ROBOT_DISHES,2,True,9997,0.022516700040241002,2,mid
ROBOT,ROBOT_DISHES,3,True,9996,-0.004654908426118029,2,mid
ROBOT,ROBOT_DISHES,4,True,9995,0.0019024588962399502,2,mid
ROBOT,ROBOT_DISHES,5,True,9994,-0.014004049764545003,2,mid
ROBOT,ROBOT_LAUNDRY,1,True,9998,-0.01597973043658042,2,mid
ROBOT,ROBOT_LAUNDRY,2,True,9997,-0.006841336460614674,2,mid
ROBOT,ROBOT_LAUNDRY,3,True,9996,-0.0005359422040909495,2,mid
ROBOT,ROBOT_LAUNDRY,4,True,9995,0.016489596350492262,2,mid
ROBOT,ROBOT_LAUNDRY,5,True,9994,-0.011021922994620603,2,mid
ROBOT,ROBOT_IRONING,1,True,9998,-0.010194557978676367,2,mid
ROBOT,ROBOT_IRONING,2,True,9997,0.005900385056731186,2,mid
ROBOT,ROBOT_IRONING,3,True,9996,-0.0056309642811383275,2,mid
ROBOT,ROBOT_IRONING,4,True,9995,0.007715612891887788,2,mid
ROBOT,ROBOT_IRONING,5,True,9994,0.006388337953828551,2,mid
UV_VISOR,UV_VISOR_AMBER,1,True,9998,-0.00683317858124947,2,mid
UV_VISOR,UV_VISOR_AMBER,2,True,9997,-0.0032211895783583687,2,mid
UV_VISOR,UV_VISOR_AMBER,3,True,9996,0.02411195251875593,2,mid
UV_VISOR,UV_VISOR_AMBER,4,True,9995,-0.005958725732010464,2,mid
UV_VISOR,UV_VISOR_AMBER,5,True,9994,-0.001696638850011023,2,mid
UV_VISOR,UV_VISOR_MAGENTA,1,True,9998,-0.00994882104864607,2,mid
UV_VISOR,UV_VISOR_MAGENTA,2,True,9997,-0.004708729287085802,2,mid
UV_VISOR,UV_VISOR_MAGENTA,3,True,9996,-0.009814049300932002,2,mid
UV_VISOR,UV_VISOR_MAGENTA,4,True,9995,0.01728783394326248,2,mid
UV_VISOR,UV_VISOR_MAGENTA,5,True,9994,-0.0008664467822746834,2,mid
UV_VISOR,UV_VISOR_ORANGE,1,True,9998,-0.00037237981180768975,2,mid
UV_VISOR,UV_VISOR_ORANGE,2,True,9997,-0.0038164267950179212,2,mid
UV_VISOR,UV_VISOR_ORANGE,3,True,9996,-0.00799249380969401,2,mid
UV_VISOR,UV_VISOR_ORANGE,4,True,9995,-0.006097111933492141,2,mid
UV_VISOR,UV_VISOR_ORANGE,5,True,9994,-0.004413355960568841,2,mid
UV_VISOR,UV_VISOR_RED,1,True,9998,-0.01671848746861981,2,mid
UV_VISOR,UV_VISOR_RED,2,True,9997,-0.0045972844654957445,2,mid
UV_VISOR,UV_VISOR_RED,3,True,9996,-0.017388060847621716,2,mid
UV_VISOR,UV_VISOR_RED,4,True,9995,0.011811225534076144,2,mid
UV_VISOR,UV_VISOR_RED,5,True,9994,0.0001850130443291522,2,mid
UV_VISOR,UV_VISOR_YELLOW,1,True,9998,-0.005689850642318886,2,mid
UV_VISOR,UV_VISOR_YELLOW,2,True,9997,-0.0037525465165703974,2,mid
UV_VISOR,UV_VISOR_YELLOW,3,True,9996,0.0034165203233983057,2,mid
UV_VISOR,UV_VISOR_YELLOW,4,True,9995,-0.0053318640591071085,2,mid
UV_VISOR,UV_VISOR_YELLOW,5,True,9994,-0.004111197288314242,2,mid
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,1,True,9998,0.010641094962530226,2,mid
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,2,True,9997,-0.005944501474710655,2,mid
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,3,True,9996,0.028121709380652272,2,mid
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,4,True,9995,0.02728022255003435,2,mid
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,5,True,9994,0.005679838850986775,2,mid
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,1,True,9998,0.0017826830521207114,2,mid
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,2,True,9997,0.005286924414035554,2,mid
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,3,True,9996,0.0037393609003873508,2,mid
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,4,True,9995,-0.0006909842910253165,2,mid
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,5,True,9994,0.003629057364875298,2,mid
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,1,True,9998,0.002174867367734956,2,mid
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,2,True,9997,0.007584206924021515,2,mid
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,3,True,9996,-0.004468830783441582,2,mid
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,4,True,9995,0.0016499119061752666,2,mid
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,5,True,9994,0.005774723005329476,2,mid
TRANSLATOR,TRANSLATOR_SPACE_GRAY,1,True,9998,-0.003589170897800724,2,mid
TRANSLATOR,TRANSLATOR_SPACE_GRAY,2,True,9997,-0.005510204712432301,2,mid
TRANSLATOR,TRANSLATOR_SPACE_GRAY,3,True,9996,-0.0076534321370973725,2,mid
TRANSLATOR,TRANSLATOR_SPACE_GRAY,4,True,9995,-0.0030357579649041215,2,mid
TRANSLATOR,TRANSLATOR_SPACE_GRAY,5,True,9994,0.005771997486586616,2,mid
TRANSLATOR,TRANSLATOR_VOID_BLUE,1,True,9998,-0.0028320232371379524,2,mid
TRANSLATOR,TRANSLATOR_VOID_BLUE,2,True,9997,0.005356778312842741,2,mid
TRANSLATOR,TRANSLATOR_VOID_BLUE,3,True,9996,0.012336386975196683,2,mid
TRANSLATOR,TRANSLATOR_VOID_BLUE,4,True,9995,-0.009162244394174238,2,mid
TRANSLATOR,TRANSLATOR_VOID_BLUE,5,True,9994,0.008742098298741192,2,mid
PANEL,PANEL_1X2,1,True,9998,0.015141809460985572,2,mid
PANEL,PANEL_1X2,2,True,9997,-0.003041153501966267,2,mid
PANEL,PANEL_1X2,3,True,9996,0.018602170678639063,2,mid
PANEL,PANEL_1X2,4,True,9995,0.014358464921986114,2,mid
PANEL,PANEL_1X2,5,True,9994,-0.003689988679471805,2,mid
PANEL,PANEL_1X4,1,True,9998,-0.009006145174309716,2,mid
PANEL,PANEL_1X4,2,True,9997,-0.0069457710830561304,2,mid
PANEL,PANEL_1X4,3,True,9996,0.026099094590081987,2,mid
PANEL,PANEL_1X4,4,True,9995,-0.0027049296063315163,2,mid
PANEL,PANEL_1X4,5,True,9994,0.007432125666119157,2,mid
PANEL,PANEL_2X2,1,True,9998,-0.006690693782594224,2,mid
PANEL,PANEL_2X2,2,True,9997,-0.007984887860781767,2,mid
PANEL,PANEL_2X2,3,True,9996,-0.0022164177000811654,2,mid
PANEL,PANEL_2X2,4,True,9995,-0.0010954686638558159,2,mid
PANEL,PANEL_2X2,5,True,9994,-0.02218912752257768,2,mid
PANEL,PANEL_2X4,1,True,9998,-0.00971672305591691,2,mid
PANEL,PANEL_2X4,2,True,9997,-0.0009206799935796471,2,mid
PANEL,PANEL_2X4,3,True,9996,0.0075147174128002625,2,mid
PANEL,PANEL_2X4,4,True,9995,-0.008783573912527567,2,mid
PANEL,PANEL_2X4,5,True,9994,0.006308173305480228,2,mid
PANEL,PANEL_4X4,1,True,9998,0.011856892781051427,2,mid
PANEL,PANEL_4X4,2,True,9997,0.0010639572421628277,2,mid
PANEL,PANEL_4X4,3,True,9996,0.0034405245173320265,2,mid
PANEL,PANEL_4X4,4,True,9995,0.0032491538286938144,2,mid
PANEL,PANEL_4X4,5,True,9994,0.007911946033117685,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,1,True,9998,0.005747620767300619,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,2,True,9997,-0.005994207949998019,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,3,True,9996,0.003769783242430605,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,4,True,9995,0.005059781842891735,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,5,True,9994,-0.0025440329257614457,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,1,True,9998,0.0028922282191363117,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2,True,9997,0.004925228106769291,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,3,True,9996,-0.00991911410293998,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,4,True,9995,-0.010585263366577004,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,5,True,9994,-0.002891967603188496,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,1,True,9998,-0.009613551936130681,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,2,True,9997,0.010873053705773543,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,3,True,9996,0.005893305389682759,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,4,True,9995,-0.007916500733128712,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,5,True,9994,0.011732105890791537,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,1,True,9998,0.014146792693707465,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,2,True,9997,0.015253910897750834,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,3,True,9996,0.0037237629375296774,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,4,True,9995,0.00021294418684796357,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,5,True,9994,-0.026257385002339637,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,1,True,9998,-0.016637324834437334,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,2,True,9997,-0.01198785222186277,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,3,True,9996,0.025018125379487367,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,4,True,9995,0.010378495879801188,2,mid
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,5,True,9994,-0.018410137490929703,2,mid
SNACKPACK,SNACKPACK_CHOCOLATE,1,True,9998,-0.02947061565771964,2,mid
SNACKPACK,SNACKPACK_CHOCOLATE,2,True,9997,0.0020411079471952826,2,mid
SNACKPACK,SNACKPACK_CHOCOLATE,3,True,9996,-0.009685481144683856,2,mid
SNACKPACK,SNACKPACK_CHOCOLATE,4,True,9995,-0.005093269773593465,2,mid
SNACKPACK,SNACKPACK_CHOCOLATE,5,True,9994,0.002346550777171284,2,mid
SNACKPACK,SNACKPACK_VANILLA,1,True,9998,-0.024787622415572905,2,mid
SNACKPACK,SNACKPACK_VANILLA,2,True,9997,-0.0008758161253426077,2,mid
SNACKPACK,SNACKPACK_VANILLA,3,True,9996,0.0014338578249504968,2,mid
SNACKPACK,SNACKPACK_VANILLA,4,True,9995,0.0034339854163754533,2,mid
SNACKPACK,SNACKPACK_VANILLA,5,True,9994,-0.006562023223396744,2,mid
SNACKPACK,SNACKPACK_RASPBERRY,1,True,9998,-0.010750200313207973,2,mid
SNACKPACK,SNACKPACK_RASPBERRY,2,True,9997,-0.010622166796502014,2,mid
SNACKPACK,SNACKPACK_RASPBERRY,3,True,9996,0.0012118997362840762,2,mid
SNACKPACK,SNACKPACK_RASPBERRY,4,True,9995,-0.0038295080566484547,2,mid
SNACKPACK,SNACKPACK_RASPBERRY,5,True,9994,-0.0031425543271325477,2,mid
SNACKPACK,SNACKPACK_STRAWBERRY,1,True,9998,-0.06104310472268197,2,mid
SNACKPACK,SNACKPACK_STRAWBERRY,2,True,9997,0.0006368184958588165,2,mid
SNACKPACK,SNACKPACK_STRAWBERRY,3,True,9996,0.0013056140799501546,2,mid
SNACKPACK,SNACKPACK_STRAWBERRY,4,True,9995,-0.004219779387763026,2,mid
SNACKPACK,SNACKPACK_STRAWBERRY,5,True,9994,0.008073481848063644,2,mid
SNACKPACK,SNACKPACK_PISTACHIO,1,True,9998,-0.09663779029228406,2,mid
SNACKPACK,SNACKPACK_PISTACHIO,2,True,9997,0.002137823948848187,2,mid
SNACKPACK,SNACKPACK_PISTACHIO,3,True,9996,0.00852542101882963,2,mid
SNACKPACK,SNACKPACK_PISTACHIO,4,True,9995,0.008830662342757721,2,mid
SNACKPACK,SNACKPACK_PISTACHIO,5,True,9994,0.004294126192297252,2,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,1,True,9998,-0.03156479793092696,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,2,True,9997,0.01402093803800592,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,3,True,9996,-0.005226325520965249,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,4,True,9995,0.00013015519543714638,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,5,True,9994,-0.011229323006099329,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,1,True,9998,0.0015716050234782064,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,True,9997,-0.013205922358630117,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,True,9996,-0.009313671260992012,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,4,True,9995,-0.006209060043925335,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,5,True,9994,0.0005272781915523496,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,1,True,9998,0.004625555738293164,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,2,True,9997,-0.01523675248795247,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,3,True,9996,-0.009458653269437367,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,4,True,9995,-0.0023035519076954366,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,5,True,9994,0.007496519495267423,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,1,True,9998,-0.01465527925445966,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,2,True,9997,0.003806658351156606,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,3,True,9996,-0.007559867100526312,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,4,True,9995,-0.0026977776372259445,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,5,True,9994,-0.00888980015966179,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,1,True,9998,-0.009546760963304458,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,2,True,9997,-0.024282720662355848,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,3,True,9996,-0.007180269982588788,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,4,True,9995,0.007078345108232628,3,mid
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,5,True,9994,0.004509759328561427,3,mid
SLEEP_POD,SLEEP_POD_SUEDE,1,True,9998,0.003851098344201355,3,mid
SLEEP_POD,SLEEP_POD_SUEDE,2,True,9997,0.0067122642530599705,3,mid
SLEEP_POD,SLEEP_POD_SUEDE,3,True,9996,0.002445747534556689,3,mid
SLEEP_POD,SLEEP_POD_SUEDE,4,True,9995,0.0002914180527656194,3,mid
SLEEP_POD,SLEEP_POD_SUEDE,5,True,9994,-0.0025206273226488825,3,mid
SLEEP_POD,SLEEP_POD_LAMB_WOOL,1,True,9998,-0.02400291688334559,3,mid
SLEEP_POD,SLEEP_POD_LAMB_WOOL,2,True,9997,-0.0036550303019218236,3,mid
SLEEP_POD,SLEEP_POD_LAMB_WOOL,3,True,9996,-0.009893483953234528,3,mid
SLEEP_POD,SLEEP_POD_LAMB_WOOL,4,True,9995,-0.006985872208060815,3,mid
SLEEP_POD,SLEEP_POD_LAMB_WOOL,5,True,9994,-0.005949483474608185,3,mid
SLEEP_POD,SLEEP_POD_POLYESTER,1,True,9998,0.008887199532550428,3,mid
SLEEP_POD,SLEEP_POD_POLYESTER,2,True,9997,0.011183394794820986,3,mid
SLEEP_POD,SLEEP_POD_POLYESTER,3,True,9996,0.0032489919519332953,3,mid
SLEEP_POD,SLEEP_POD_POLYESTER,4,True,9995,0.008732612005155743,3,mid
SLEEP_POD,SLEEP_POD_POLYESTER,5,True,9994,0.006963966991857342,3,mid
SLEEP_POD,SLEEP_POD_NYLON,1,True,9998,0.00017036615619758525,3,mid
SLEEP_POD,SLEEP_POD_NYLON,2,True,9997,0.0010341403710725332,3,mid
SLEEP_POD,SLEEP_POD_NYLON,3,True,9996,0.013085392417933153,3,mid
SLEEP_POD,SLEEP_POD_NYLON,4,True,9995,0.017891276833388235,3,mid
SLEEP_POD,SLEEP_POD_NYLON,5,True,9994,-0.000613163459328214,3,mid
SLEEP_POD,SLEEP_POD_COTTON,1,True,9998,0.022167734216569195,3,mid
