product,family,rv_50_mean,vol_of_vol,vol_cluster_lag1,hurst,acf_ret1_lag1,kurt_ret1,spread_rel,depth_l1_mean,abs_obi_mean,limit10_saturation,adf_p_mid,vr_k2,vr_k5,vr_k10,half_life
ROBOT_IRONING,ROBOT,9.973693288086707,0.3203447965096373,0.07054365227640293,0.5188849073174228,-0.1253820092438718,14.834787932900433,0.000734509095819705,16.702933333333334,0.010713114662322767,0.24323333333333333,0.599221888147567,0.8745801198853366,0.7818609809412487,0.7535281902383598,5888.859462803904
UV_VISOR_AMBER,UV_VISOR,7.907499706120663,0.15564256194903048,0.020860865999185248,0.5558712694843486,-0.004194386986590024,0.16439879159985749,0.0013061941726172535,36.5396,0.021557761392875758,1.0,0.264221483938856,0.995784341935295,0.9986462508995699,1.0089846169649972,7286.4294325093015
UV_VISOR_MAGENTA,UV_VISOR,11.136053570352608,0.11641629931849529,0.011815048453931868,0.5235305393444651,-0.0031295509502327467,0.08306914655916353,0.0012684894943836413,36.5128,0.02115758686221107,1.0,0.27506190346624193,0.9968618651862522,1.0006519959899423,0.9925088106767033,3244.5146946245486
UV_VISOR_ORANGE,UV_VISOR,10.390172754399465,0.11267782951203197,-0.0017189378507209182,0.5354983755645948,0.0017082417634405379,0.025636034494410875,0.001274361040529984,36.5128,0.02115758686221107,1.0,0.686915422131953,1.0016901780246172,1.009570607133553,1.0003288488951017,5517.049267600184
UV_VISOR_RED,UV_VISOR,10.954156924170817,0.11587700245212766,0.011574540739402091,0.556513955765763,-0.003085155872079579,0.004306209458075916,0.0012693031441677884,36.5128,0.02115758686221107,1.0,0.31561031792935657,0.9967880301975572,0.9869795196782102,0.9707642030924623,3305.2850570958917
UV_VISOR_YELLOW,UV_VISOR,10.936907910103939,0.11587849840530244,-0.002741992007137116,0.5292554078325943,0.002718479369357296,0.06099173691410442,0.0012698509463375102,36.5128,0.02115758686221107,1.0,0.5588859520490349,1.002735000007746,1.0052962015229776,1.0001936517355794,5134.801525710981
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,9.381846413024732,0.12024038633071227,0.010579531616565243,0.5358244118518937,-0.006189799438109266,0.0770952583747917,0.0008916949930970401,24.097633333333334,0.06289804004468319,0.6022666666666666,0.3825877334198246,0.9938059948813642,1.0024007026942374,1.0188734661055379,3465.2592178367036
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,9.804067792754315,0.11159139416782489,0.005662269387407305,0.5419332008392509,-0.007475845751695214,0.042575898595607065,0.0008867191396828263,22.6464,0.03797750304459578,0.5731333333333334,0.13550533906787254,0.9925162892188235,0.984359692364284,0.9628065821386399,1788.2163142340667
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,10.068729158238721,0.11372036999461203,0.006316132798117999,0.5264543558096313,-0.0036528673273592276,-0.025769883334287425,0.0008839705008544786,22.202666666666666,0.026854838095697605,0.5617,0.42519827298717605,0.9963631560671652,0.9838776927352804,0.9791713612160722,3459.307878044176
TRANSLATOR_SPACE_GRAY,TRANSLATOR,9.36418350776172,0.11183955169959028,0.008664624880422083,0.5464354361234552,0.007694172012941998,0.008758606655558054,0.0008910984128434913,23.884966666666667,0.06427795023683906,0.6006,0.653774332894842,1.0076979095170173,1.019280527782529,1.0189655260582067,5304.900637106722
TRANSLATOR_VOID_BLUE,TRANSLATOR,10.76788643357345,0.11812234171748075,0.014839664693037524,0.5248468664106108,-0.008582065079096602,0.043132715024717605,0.0008774367642246853,21.824166666666667,0.01744637030200117,0.5526,0.42311597834921433,0.9914227429084099,0.9838863692768266,0.9742087376026047,3710.507406403806
PANEL_1X2,PANEL,8.985464317834133,0.12275233260780186,0.0075299119195128056,0.5534618765465047,-0.0023697336477834473,0.051829796620664226,0.0012903508500034836,36.5128,0.02115758686221107,1.0,0.46577874444058665,0.9976165468639421,0.9981058138029092,1.0155614686904777,4789.2489691614055
PANEL_1X4,PANEL,9.38636455447594,0.14034476686373903,0.014522431538959126,0.5788716540562764,-0.001580719180339378,0.14422717959785425,0.0008921843238546278,24.3759,0.07648542191949564,0.6125,0.7124189012854835,0.9984502933446899,0.9870513720102062,0.9835596168346081,9540.35117579572
PANEL_2X2,PANEL,9.530740474939154,0.11798582336988703,0.00037933189237559026,0.524794900055665,-0.011249296895787944,0.022764744754883992,0.0008896761729645703,23.663433333333334,0.05834400758107755,0.5955333333333334,0.6407118514537887,0.9886785700918795,0.9753545531598248,0.9707545937420382,6511.14348727582
PANEL_2X4,PANEL,11.210459241160097,0.11848285911451942,0.001278191694793357,0.5443397349276411,4.904608210985361e-05,0.0015141269087739495,0.000873787490790123,21.736333333333334,0.015261578143505388,0.5504666666666667,0.41625567893912496,1.000075505659286,0.9857523220024457,0.9788332006151195,3857.6475515164493
PANEL_4X4,PANEL,9.896243560309594,0.11079550793222924,0.008975465434846867,0.5390812809899231,-0.005675237909260366,0.007001440732379738,0.0008860011555379844,22.64206666666667,0.03780353063935569,0.5720333333333333,0.5141557415478614,0.9943448953858715,0.9931089021713009,0.9948220455742767,3580.743635442285
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,10.252669278449599,0.3678535268083848,0.08874388862588624,0.514832501380314,-0.08895198835804964,15.84551515511755,0.00127553000444517,36.5128,0.02115758686221107,1.0,0.803506663481746,0.9110600194700578,0.8360007572123812,0.8074567133146209,5410.876911413662
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,9.820169852767238,0.10938875078932477,0.006114055233324946,0.5498636141963955,-0.0030728488189794953,-0.02547986806197855,0.0012802960488959123,36.5128,0.02115758686221107,1.0,0.43849448782189576,0.9969385562487868,1.0044986805869365,1.0087792261949564,3759.6238267437684
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,11.925168867373566,0.12387907834446289,0.01329862616100655,0.5367284466351636,-0.0034793574595926432,0.04655388660877291,0.0012630019731371268,36.5128,0.02115758686221107,1.0,0.7317599574522193,0.9965499005679862,1.0078556681812698,1.0078032093096536,9008.789378747246
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,10.036418676411907,0.12325658430029775,-1.1880481496543352e-05,0.5159310320240391,-0.0052316598206660165,0.06607430381924084,0.001278645459341764,36.5128,0.02115758686221107,1.0,0.6740311301982759,0.9947897600426527,0.9833685205942917,0.9542433906442135,6201.132229981705
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,10.51866410438907,0.31146248950797134,0.07603335637014125,0.5183116706989166,-0.12266159927678943,14.199599996763755,0.0012809329086631753,36.5128,0.02115758686221107,1.0,0.13669662391988746,0.8773554799912634,0.7984549893384327,0.7568839278787592,1610.9657593442155
SNACKPACK_CHOCOLATE,SNACKPACK,6.543545721781172,0.10471890946293978,-0.003357469062599301,0.5413412104605411,-0.0308824902321209,0.06492724866345556,0.0016733694344482379,58.9913,0.025245808775009114,1.0,0.06774925265148844,0.9691204388202995,0.9501387998123925,0.9387029255677021,1300.3226720547868
SNACKPACK_VANILLA,SNACKPACK,6.479795393552691,0.10464150453219626,-0.001728869623242111,0.5460917456705935,-0.02679675915052149,0.0558946858216105,0.0016706295215507627,58.9913,0.025245808775009114,1.0,0.037649925641587555,0.9732194742910862,0.9518499427430095,0.9453479253144005,1077.3336531819132
SNACKPACK_RASPBERRY,SNACKPACK,8.056078212747774,0.10313242946366412,0.0030348236918750823,0.540192066170443,-0.016912785860252594,-0.00962718324251588,0.0016712810789435376,58.9913,0.025245808775009114,1.0,0.0013635310535008605,0.9831084632343808,0.9825420408545834,0.9807296489165601,624.3684427882091
SNACKPACK_STRAWBERRY,SNACKPACK,8.098142408459587,0.10154576852110067,0.008868973838667627,0.5453858324655922,-0.014144991656512928,-0.035724572832538826,0.0016651373472730175,58.9913,0.025245808775009114,1.0,0.14899353335368648,0.9858751816060766,0.9881697563478266,0.9828577963412203,2247.8547864521124
SNACKPACK_PISTACHIO,SNACKPACK,5.215905775702482,0.1007235176488703,0.005717272233610991,0.5355032282218282,-0.025199536051453496,-0.030034594397742698,0.001677122969449567,58.9913,0.025245808775009114,1.0,0.07807547661155925,0.9748270497253889,0.9718865195102824,0.9710900333422742,1570.7744017580376
