,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,SLEEP_POD_COTTON,MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE,PEBBLES_XS,PEBBLES_S,PEBBLES_M,PEBBLES_L,PEBBLES_XL,ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_DISHES,ROBOT_LAUNDRY,ROBOT_IRONING,UV_VISOR_AMBER,UV_VISOR_MAGENTA,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_YELLOW,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,PANEL_1X2,PANEL_1X4,PANEL_2X2,PANEL_2X4,PANEL_4X4,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,SNACKPACK_RASPBERRY,SNACKPACK_STRAWBERRY,SNACKPACK_PISTACHIO
MICROCHIP_OVAL,0.9983406869208444,0.5224832429725256,0.9334607462116582,0.7337381106556788,0.9245910250697258,0.6296603044825492,0.8590509432052771,0.5703286024324499,0.7425488947230654,0.5740567874883321,0.7913822232882713,0.0,0.5572517077716495,0.6590368810396923,0.5194926142678812,0.9575135908069984,0.9435692377970222,0.9906904718111046,0.9799053836935046,0.9951611560729201,0.593354413338486,0.650086853849815,0.45507614834844123,0.5525674658463483,0.7113984104478452,0.4287814518688736,0.7902587108426302,0.8175139153287244,0.6974269721728499,0.8743037841953464,0.7832690250383529,0.9935108227540016,0.8061304919729796,0.7536973429298693,0.7434798267941969,0.9012108805158141,0.5248475115457367,0.6449041263930968,0.6401546034860313,0.9606068434975251,0.8089302441919107,0.8390047129706029,0.5554740657013295,0.6346510682399935,0.913198843196253,0.9950004657346382,0.9926876956260627,0.9886232662935828,0.986286485878803,0.9144573849805496
MICROCHIP_SQUARE,0.8645643312891667,0.6659058783648468,0.7047697964479994,0.8527655866559998,0.9903473533264489,0.5642248293848491,0.9912136526379892,0.5632123403011982,0.9851310462653012,0.5942670590479465,0.9320662913211346,0.5572517077716495,0.0,0.715847724845692,0.8630481892377808,0.987783506124393,0.9940986307107885,0.9387660997918807,0.9644977188984362,0.9405686635281855,0.7153924102334159,0.6390968832544033,0.75458174949362,0.7142418619716879,0.694332382339228,0.4399227701421876,0.7013821366591755,0.7839801076427947,0.9003725877812273,0.781592147757527,0.6705646877753607,0.9651952215009401,0.836076119732462,0.9182806707493633,0.7473361563773347,0.8381398399364104,0.6392539739126213,0.8478501695492844,0.7188920368917713,0.9760803434767511,0.8973191786920025,0.9512145133617459,0.6998281039141201,0.6613976718362087,0.8325079424168811,0.9898462656911695,0.9749320255126264,0.9914595194028799,0.987585314325109,0.9442655384781893
MICROCHIP_RECTANGLE,0.9006752791264069,0.8065022448973527,0.8269381763204466,0.8630293247102117,0.9738156669291836,0.7495923729747938,0.9685134205226994,0.7669556762142811,0.9843611025572813,0.7417676736060652,0.9737000993555474,0.6590368810396923,0.715847724845692,0.0,0.6966707122887719,0.9794105077786418,0.9786232355325171,0.9663351314470456,0.9502952540314157,0.9812710945889174,0.8271869482487189,0.8061636628741353,0.8896577200409717,0.8414232271965847,0.8171368387922698,0.6773816204111145,0.8280958390920554,0.8893096953546272,0.9793502099455231,0.8561229807467221,0.7688474076826001,0.9303859116501325,0.9363704762582693,0.9432757800791072,0.8481000641880936,0.8620350222470783,0.8205232341547974,0.917444145494669,0.830574632995831,0.9706202989502424,0.9955247818559246,0.9193472564546783,0.8066504806269522,0.7542550402670986,0.8314865112275684,0.9944367516234642,0.9929614755755143,0.970768551043662,0.9764177637877902,0.9614107833287541
MICROCHIP_TRIANGLE,0.9515147088624033,0.7086971584553854,0.985009071440261,0.8226985020904376,0.9064097946092777,0.8486643318268794,0.9119874437201808,0.8517152306433693,0.7773570148075986,0.7577515117239393,0.7806190909468422,0.5194926142678812,0.8630481892377808,0.6966707122887719,0.0,0.9837324190421843,0.9501050219516363,0.9784194957994006,0.962173525074244,0.9713883439950446,0.8083639931358898,0.8690325491875148,0.6255668453761423,0.7471918223530682,0.8586042207043044,0.726475787505814,0.9432804256562122,0.8852006248339728,0.7715566676531314,0.8437041010097132,0.9085976566502526,0.9822756365528289,0.8875585179693886,0.7820841117203645,0.9304796237236401,0.8216784794268546,0.7353075946718169,0.722782023528475,0.8298924072703525,0.894633939571534,0.8149315319547283,0.9068216903311829,0.8030817689915214,0.8838861582772573,0.9691575127961894,0.9689809651983637,0.9673348097681819,0.9750969592183129,0.9685520295084553,0.921884051541629
PEBBLES_XS,0.9475945737373035,0.9764633442635435,0.9794738212607924,0.9329500631575296,0.9724292071860048,0.9953440247889519,0.9734028843679848,0.9691364906488504,0.9663601073371179,0.9830562168086437,0.9695025821989387,0.9575135908069984,0.987783506124393,0.9794105077786418,0.9837324190421843,0.0,0.9643308769193246,0.9813854112747166,0.9310773240359413,0.7521475213121047,0.9940742456455565,0.9848549496993754,0.9693113687304411,0.9631468334554878,0.9707457414012658,0.9644144153087411,0.9341653461022192,0.9970758533940763,0.944755800532776,0.9731054324003926,0.9613758179186871,0.948260387191024,0.9669942387537798,0.9467662810132937,0.9857175681458854,0.9851632009694091,0.9565531395732809,0.9818075088461325,0.988473659805815,0.9660111094820474,0.9783208333869998,0.9525208211669076,0.9502586543769351,0.9795555134423685,0.980257972792505,0.943004965986265,0.9559295681386811,0.9560942196518009,0.9691939301630192,0.9933989805301596
PEBBLES_S,0.9886490838499805,0.9761715048069717,0.9622318492333446,0.9512466129896517,0.9738177344760028,0.9881094994919961,0.9759792230906887,0.9685651364952054,0.9874370973984095,0.953517952169948,0.9943427211235112,0.9435692377970222,0.9940986307107885,0.9786232355325171,0.9501050219516363,0.9643308769193246,0.0,0.9547842664112273,0.9993836403661727,0.7881640253527868,0.9528324348180386,0.9614668418693141,0.9670314471109093,0.9964601983423842,0.9780844106202599,0.9959859848130732,0.9809028773372824,0.9907204929745521,0.9843846766161792,0.9746314709513416,0.9813554408881766,0.9815958661252436,0.941769129909903,0.9889026736066054,0.9965122150070683,0.9283586146045708,0.9951962324955184,0.9532363728243933,0.9435936872959093,0.949031311749766,0.9402859476295343,0.9606925006043517,0.9711096813995751,0.9697181956707587,0.9613215468360436,0.974702710062296,0.9568583597340611,0.9878374926190409,0.9629292612404166,0.9787518653418931
PEBBLES_M,0.9787953877703166,0.9420261374780141,0.9695801498617662,0.9917720139940418,0.9500727272283338,0.9458090571445302,0.9410804452861495,0.9573565171386039,0.9394585715531564,0.9886637367853671,0.9987347802505963,0.9906904718111046,0.9387660997918807,0.9663351314470456,0.9784194957994006,0.9813854112747166,0.9547842664112273,0.0,0.971053944004115,0.7659219360680565,0.9920062634985498,0.9960285126513138,0.9950775246652869,0.9986316166869533,0.964667754904031,0.9993145180932608,0.9806413266395092,0.9469206930592621,0.9734855714810341,0.9942523645780443,0.9353081486540102,0.9968339542194716,0.9808170622320824,0.9853770762502702,0.9254217576913788,0.9577019888463889,0.9734998126239099,0.9570102560371238,0.9518994049824718,0.9669946341213466,0.9674044899544058,0.9669089483996094,0.9835019877681476,0.9856905667299041,0.9923146682132529,0.9751912293155371,0.9579566621914949,0.9771654708263106,0.988300886988272,0.9922948388179174
PEBBLES_L,0.9850863953315958,0.9560981872730416,0.982813732291789,0.9966297379437478,0.9892843722378788,0.9923069010136182,0.9893892362923885,0.9852844270601536,0.9568085644178649,0.9571758814685528,0.9284891889868563,0.9799053836935046,0.9644977188984362,0.9502952540314157,0.962173525074244,0.9310773240359413,0.9993836403661727,0.971053944004115,0.0,0.725265326824915,0.9991246430629985,0.9974824683352644,0.9784109501418928,0.960375155463156,0.9952877639293005,0.9841412067400711,0.9557926127346944,0.981539179021227,0.941340712361907,0.9840816295424148,0.9817861236655203,0.9954689410966071,0.9745456713713606,0.9878298058814422,0.9917529370320608,0.9847582847709525,0.9872334290617232,0.999971158376155,0.9967934925939138,0.9784204290486646,0.9354624499706363,0.9752616225328752,0.9761956214717803,0.9970693887715466,0.9676594953173612,0.9282248243677648,0.943162635397989,0.9813248419572669,0.9962449814018104,0.9833312817226786
PEBBLES_XL,0.9901586336509239,0.9649620243589971,0.9771453828006196,0.943812089571372,0.9720831380916943,0.9585472728723817,0.9929154222617034,0.9587861745976252,0.9656247714495444,0.9739617282371646,0.9763718458398442,0.9951611560729201,0.9405686635281855,0.9812710945889174,0.9713883439950446,0.7521475213121047,0.7881640253527868,0.7659219360680565,0.725265326824915,0.0,0.9868375318853863,0.9374428471364092,0.9773749545824019,0.9983130108387653,0.9964932013104932,0.9733885711606327,0.9719089856388414,0.9710039755287485,0.9583561832994884,0.9822035893190324,0.988629723515654,0.9774370540749009,0.9913978577297903,0.9691069703982083,0.9944025557875886,0.9983815804412244,0.9849375294806958,0.9418220698634078,0.9996728052816863,0.9917210383744998,0.9725458175616548,0.9986036042170985,0.9991982983497283,0.9892197165032468,0.9693236157026228,0.9838278157304088,0.9886957275671994,0.9266246907295554,0.9481173077243503,0.9440978579413308
ROBOT_VACUUMING,0.9665713201396807,0.7598371457834456,0.8854727690921628,0.8223003967323042,0.9271380155788905,0.7664564651924968,0.8778366834578478,0.7228951801569528,0.8310775721804756,0.7755981052932928,0.9322581111703386,0.593354413338486,0.7153924102334159,0.8271869482487189,0.8083639931358898,0.9940742456455565,0.9528324348180386,0.9920062634985498,0.9991246430629985,0.9868375318853863,0.0,0.7396663980109681,0.7767291761105944,0.7457779461060596,0.8717187082858161,0.7170194444511542,0.8929647088607631,0.8766966080741687,0.8123241959168235,0.9500263999385676,0.8545775223735773,0.9770630283381535,0.8619762061076006,0.9372022506543224,0.8565784515301672,0.9774589717040013,0.712204053477858,0.809599216502229,0.7944875402705154,0.9382103309632075,0.9313225649991411,0.9374896706682737,0.7824910984642133,0.7914164700206494,0.9977629747302941,0.9477574948888807,0.9705214272198224,0.9415215823685907,0.9518652783272852,0.9052699242548985
ROBOT_MOPPING,0.9457283533270763,0.8323923134733826,0.8909704375406708,0.8340155676231402,0.9544553503843048,0.7962554969405403,0.9382835236188791,0.7362933826482991,0.9061316339345327,0.6789618806761294,0.994829469538892,0.650086853849815,0.6390968832544033,0.8061636628741353,0.8690325491875148,0.9848549496993754,0.9614668418693141,0.9960285126513138,0.9974824683352644,0.9374428471364092,0.7396663980109681,0.0,0.7638809785028453,0.7916611521594574,0.8622461087828781,0.6902742093220702,0.8493765412069653,0.8828701143351567,0.8944654263500164,0.9719937855571075,0.8398746857151105,0.9439319161315451,0.8942981527416894,0.9597404932794732,0.8549712611260697,0.9988340395855783,0.7106398158389929,0.8285482979568963,0.827477363317512,0.9139437822530269,0.9512047049942428,0.8843389783606008,0.7946251598198297,0.6831583649665847,0.966149346623327,0.9893262768538771,0.968648592503487,0.9972592857084372,0.9957914071766556,0.9862524877417546
ROBOT_DISHES,0.9313549174363721,0.6396884364450278,0.9898379068966713,0.8146027030649015,0.9266513954023091,0.79295873611154,0.8659926280247281,0.6927251923150751,0.8030253040570933,0.6646546095406941,0.8097932757401072,0.45507614834844123,0.75458174949362,0.8896577200409717,0.6255668453761423,0.9693113687304411,0.9670314471109093,0.9950775246652869,0.9784109501418928,0.9773749545824019,0.7767291761105944,0.7638809785028453,0.0,0.6548914077499268,0.8125501291487385,0.6271537703940517,0.8478310470924578,0.7844449023481772,0.7177104404320871,0.858986261395798,0.8533541932644697,0.9679428337175631,0.79116683973114,0.7664731266880426,0.8577780766341466,0.8783849175182705,0.6994738415984306,0.6458040131474696,0.6901892930999649,0.9585622082798095,0.9035987466117364,0.776149727668447,0.6781854454408063,0.7965159078095388,0.9711052803282875,0.9672768469036411,0.9816668342455735,0.9440801006341427,0.9719645780440324,0.9181078276995848
ROBOT_LAUNDRY,0.9901327722767688,0.723833525299334,0.9933865473633214,0.8011932967064164,0.9573703025555672,0.8010105835996355,0.9374311529158667,0.6957805777659463,0.8496298251666546,0.7197859570392502,0.8851758883972389,0.5525674658463483,0.7142418619716879,0.8414232271965847,0.7471918223530682,0.9631468334554878,0.9964601983423842,0.9986316166869533,0.960375155463156,0.9983130108387653,0.7457779461060596,0.7916611521594574,0.6548914077499268,0.0,0.8448767678176256,0.7046926787589207,0.8887697241088941,0.8162450713060884,0.8035082139804774,0.9424173640201563,0.8158377331914048,0.9315900728309203,0.8431488301205046,0.8966722965519793,0.9208215250854085,0.8872534422145151,0.7072732034178659,0.737921848962677,0.7948453007612353,0.9716881285416106,0.9099254611816734,0.9276091876608342,0.8104753327968159,0.7996183906179586,0.9474739151117443,0.990526747070312,0.997854160481978,0.9585236492751649,0.9708791756194146,0.9510850922362764
ROBOT_IRONING,0.893354800257243,0.7383121082396682,0.9559308216914514,0.8728019086828689,0.9726652798237858,0.8499303189014245,0.9867313554943468,0.7645683995004777,0.9404383488191705,0.7595107964112164,0.9660034849298165,0.7113984104478452,0.694332382339228,0.8171368387922698,0.8586042207043044,0.9707457414012658,0.9780844106202599,0.964667754904031,0.9952877639293005,0.9964932013104932,0.8717187082858161,0.8622461087828781,0.8125501291487385,0.8448767678176256,0.0,0.6775097165672621,0.8672880693720908,0.8930074118413672,0.8882409967306704,0.8757252540376752,0.9283750515385006,0.9858836125718373,0.9749566109422638,0.9011883513948464,0.9087883037133624,0.9430383415458289,0.8116569230764411,0.910199958886607,0.8117527416801885,0.9918388888615361,0.9796113733653334,0.994524128588122,0.7179216391182991,0.8805670137824403,0.6744455730699791,0.9932842745837638,0.9919901214184015,0.964585088912641,0.9445481014514088,0.9200138348204769
UV_VISOR_AMBER,0.9158667331152563,0.6158404659468459,0.7837699222290682,0.801949143939029,0.9943438618002562,0.5863473133479049,0.9634459966448911,0.5711545771314225,0.9136837676312886,0.6037956762700114,0.9399887701706787,0.4287814518688736,0.4399227701421876,0.6773816204111145,0.726475787505814,0.9644144153087411,0.9959859848130732,0.9993145180932608,0.9841412067400711,0.9733885711606327,0.7170194444511542,0.6902742093220702,0.6271537703940517,0.7046926787589207,0.6775097165672621,0.0,0.7659608053062424,0.7506456717244232,0.7732286148800126,0.9350318840010224,0.731022870477382,0.9105063034425707,0.833731642465902,0.7939090712633546,0.7386376180439975,0.9204274571267566,0.6579876766711384,0.7716501979316879,0.6322785802848041,0.9211391373948081,0.9544128978303518,0.9204258325162737,0.6006970115399963,0.671043541861735,0.8852304631370497,0.9852820836982845,0.9875396950314601,0.976902645633289,0.9869419037807402,0.9275142534062084
UV_VISOR_MAGENTA,0.9155470958925634,0.8847498157345471,0.8305823513046324,0.9295728689354883,0.9410931705043394,0.709086472909775,0.9367549591871398,0.8113602479568518,0.9691792494429694,0.8333482430608117,0.9547870760230593,0.7902587108426302,0.7013821366591755,0.8280958390920554,0.9432804256562122,0.9341653461022192,0.9809028773372824,0.9806413266395092,0.9557926127346944,0.9719089856388414,0.8929647088607631,0.8493765412069653,0.8478310470924578,0.8887697241088941,0.8672880693720908,0.7659608053062424,0.0,0.8691077783676872,0.9815637494195222,0.9131465511214856,0.7931015381595369,0.8378204512187316,0.9898310093299882,0.901727574887766,0.9159704333989941,0.8305758773121924,0.8802400428833066,0.9806154121337081,0.8411765558734567,0.9802572920254513,0.9654857505404311,0.9844081538127986,0.8291463887120141,0.8791214272786678,0.9050256170949461,0.9969295971636671,0.9765486840819324,0.987406789451825,0.9926997772467403,0.9455631097019396
