predictor,family,leg,lag,mean_corr,min_corr,max_corr,n_days,sign_stable,abs_mean
mid,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,3,-0.0036130284269453848,-0.009273473736304385,0.0056146584380570175,3,False,0.0036130284269453848
mid,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,4,0.007735290580964847,-0.0001419972263861124,0.016269523861048026,3,False,0.007735290580964847
mid,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,5,0.005633016067083323,0.0007616965769907209,0.01162759229569782,3,True,0.005633016067083323
mid,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,1,-0.008392308778572413,-0.016643161499079153,0.006121514417821575,3,False,0.008392308778572413
mid,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,2,0.001092294583705566,-0.001143234960478446,0.003806658351156606,3,False,0.001092294583705566
mid,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,3,-0.00612919739615751,-0.007559867100526312,-0.003273475467088682,3,True,0.00612919739615751
mid,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,4,-0.009890453113812557,-0.019149023860692345,-0.0026977776372259445,3,True,0.009890453113812557
mid,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,5,-0.006709365664161613,-0.014159242578345216,0.0029209457455221686,3,False,0.006709365664161613
mid,MICROCHIP,MICROCHIP_CIRCLE,1,-0.00543473761383573,-0.012200076894910806,-0.001487292133259793,3,True,0.00543473761383573
mid,MICROCHIP,MICROCHIP_CIRCLE,2,-0.0038651112957930303,-0.008818507629428573,-0.0012793901971461538,3,True,0.0038651112957930303
mid,MICROCHIP,MICROCHIP_CIRCLE,3,0.012836984021991417,0.004710184488049957,0.01858400197032661,3,True,0.012836984021991417
mid,MICROCHIP,MICROCHIP_CIRCLE,4,0.0009628305417058184,-0.0064733768461252795,0.014445562805353378,3,False,0.0009628305417058184
mid,MICROCHIP,MICROCHIP_CIRCLE,5,0.00036925665922381626,-0.010001797838193976,0.00996069467923585,3,False,0.00036925665922381626
mid,MICROCHIP,MICROCHIP_OVAL,1,0.005257591698282906,-0.005469052276346866,0.014935037869184221,3,False,0.005257591698282906
mid,MICROCHIP,MICROCHIP_OVAL,2,-0.001996648953750823,-0.004666065883967405,0.0011671369320109606,3,False,0.001996648953750823
mid,MICROCHIP,MICROCHIP_OVAL,3,-0.0049944557955825105,-0.010724918873070081,-0.0015287469179493442,3,True,0.0049944557955825105
mid,MICROCHIP,MICROCHIP_OVAL,4,-0.002959118183494191,-0.015315650915330424,0.003243563161533638,3,False,0.002959118183494191
mid,MICROCHIP,MICROCHIP_OVAL,5,0.0043721979814959925,0.00022962559388689182,0.007213519910642098,3,True,0.0043721979814959925
mid,MICROCHIP,MICROCHIP_RECTANGLE,1,-0.0065822811419035164,-0.01401605575057073,0.0011540998409093207,3,False,0.0065822811419035164
mid,MICROCHIP,MICROCHIP_RECTANGLE,2,0.008355305433228745,-0.006661713028297964,0.017150122050905495,3,False,0.008355305433228745
mid,MICROCHIP,MICROCHIP_RECTANGLE,3,-0.00232841549287735,-0.01090899934279136,0.004856506192593662,3,False,0.00232841549287735
mid,MICROCHIP,MICROCHIP_RECTANGLE,4,0.002073494329290783,-0.005855646261298404,0.009516746075594124,3,False,0.002073494329290783
mid,MICROCHIP,MICROCHIP_RECTANGLE,5,0.0032603728590467266,-0.003439894614017738,0.009040594975654334,3,False,0.0032603728590467266
mid,MICROCHIP,MICROCHIP_SQUARE,1,0.004512282601016733,0.00175234890811384,0.009147721067164532,3,True,0.004512282601016733
mid,MICROCHIP,MICROCHIP_SQUARE,2,0.0038683594664385957,-0.0010935017503399089,0.007198775398551376,3,False,0.0038683594664385957
mid,MICROCHIP,MICROCHIP_SQUARE,3,0.0020858746092454854,0.000670229307214607,0.004876936361946092,3,True,0.0020858746092454854
mid,MICROCHIP,MICROCHIP_SQUARE,4,0.001095019780184456,-0.0051907970197534,0.00830120231135816,3,False,0.001095019780184456
mid,MICROCHIP,MICROCHIP_SQUARE,5,0.001194033043505952,-0.008968703426561371,0.008882008844986999,3,False,0.001194033043505952
mid,MICROCHIP,MICROCHIP_TRIANGLE,1,-0.0031713451147980334,-0.01643247464149591,0.006079220623296045,3,False,0.0031713451147980334
mid,MICROCHIP,MICROCHIP_TRIANGLE,2,0.0033484099299313304,-0.0038015817228597634,0.01756046010621028,3,False,0.0033484099299313304
mid,MICROCHIP,MICROCHIP_TRIANGLE,3,-0.007931250727753249,-0.012275357636880901,-0.005739464837760721,3,True,0.007931250727753249
mid,MICROCHIP,MICROCHIP_TRIANGLE,4,0.0011768845646774968,9.463378427808472e-05,0.002866111192040111,3,True,0.0011768845646774968
mid,MICROCHIP,MICROCHIP_TRIANGLE,5,-0.006411907150856359,-0.02200166598233829,0.0020803008568703605,3,False,0.006411907150856359
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,1,-0.006350255617016925,-0.012976645342842066,0.005747620767300619,3,False,0.006350255617016925
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,2,-0.0015504963001955324,-0.005994207949998019,0.006681533064892024,3,False,0.0015504963001955324
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,3,-0.007381402053316333,-0.019231913900372474,0.003769783242430605,3,False,0.007381402053316333
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,4,0.006441117266268124,0.005059781842891735,0.007850351131346113,3,True,0.006441117266268124
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,5,-0.0009913347800349713,-0.0025440329257614457,0.00026779585473882527,3,False,0.0009913347800349713
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,1,-0.015097522540825794,-0.023082382257850927,-0.005572860530189121,3,True,0.015097522540825794
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,2,-0.009127961750775309,-0.015998618464327645,0.0006025854338644913,3,False,0.009127961750775309
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,3,0.001090668835105534,-0.013637218858922434,0.025018125379487367,3,False,0.001090668835105534
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,4,0.007035762297245195,-0.0006841925796449996,0.011412983591579395,3,False,0.007035762297245195
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,5,-0.017507994354795383,-0.020641190557967135,-0.013472655015489315,3,True,0.017507994354795383
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,1,-0.008005369974663069,-0.009613551936130681,-0.007200383946546635,3,True,0.008005369974663069
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,2,0.00019143792844397334,-0.006509782362162835,0.010873053705773543,3,False,0.00019143792844397334
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,3,0.006119528512629477,0.005058443027395423,0.00740683712081025,3,True,0.006119528512629477
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,4,-0.0022643656942352964,-0.007916500733128712,0.0036790661334190422,3,False,0.0022643656942352964
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,5,0.003968788687499719,-0.0035515817483315433,0.011732105890791537,3,False,0.003968788687499719
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,1,-0.006931977518056892,-0.013347882256132782,0.0028922282191363117,3,False,0.006931977518056892
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,2,0.001965346766597857,-0.00540568398939196,0.006376496182416241,3,False,0.001965346766597857
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,3,-0.00457812837947266,-0.011596457549021064,0.007781186513543065,3,False,0.00457812837947266
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,4,0.0025998335615398456,-0.010585263366577004,0.015011919760205916,3,False,0.0025998335615398456
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,5,0.0023780108282764603,-0.002891967603188496,0.00538367247676291,3,False,0.0023780108282764603
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,1,0.008801044853787408,0.0023715665550756715,0.014146792693707465,3,True,0.008801044853787408
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,2,0.004762237457902315,-0.009179915571036784,0.015253910897750834,3,False,0.004762237457902315
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,3,-0.006230124561232653,-0.020652959994673974,0.0037237629375296774,3,False,0.006230124561232653
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,4,-0.006939242673023525,-0.01158045777400578,0.00021294418684796357,3,False,0.006939242673023525
mid,OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,5,-0.006379110042142466,-0.026257385002339637,0.003665883385258577,3,False,0.006379110042142466
mid,PANEL,PANEL_1X2,1,-0.0059386957144871395,-0.019848735423906094,0.015141809460985572,3,False,0.0059386957144871395
mid,PANEL,PANEL_1X2,2,0.006691636845522683,-0.003041153501966267,0.013922866046894872,3,False,0.006691636845522683
mid,PANEL,PANEL_1X2,3,0.00029219993939250236,-0.01232203206049703,0.018602170678639063,3,False,0.00029219993939250236
mid,PANEL,PANEL_1X2,4,-0.003270509793336538,-0.021049215501151103,0.014358464921986114,3,False,0.003270509793336538
mid,PANEL,PANEL_1X2,5,0.0009575095092939605,-0.005200179376387559,0.011762696583741246,3,False,0.0009575095092939605
mid,PANEL,PANEL_1X4,1,-0.0018451948194811128,-0.009006145174309716,0.0031274811781845683,3,False,0.0018451948194811128
mid,PANEL,PANEL_1X4,2,-0.0021692866252351448,-0.0069457710830561304,0.005955369486406891,3,False,0.0021692866252351448
mid,PANEL,PANEL_1X4,3,0.000856214661242752,-0.013363720586435451,0.026099094590081987,3,False,0.000856214661242752
mid,PANEL,PANEL_1X4,4,-0.011410869392238057,-0.016994371194211395,-0.0027049296063315163,3,True,0.011410869392238057
mid,PANEL,PANEL_1X4,5,0.0029350576811912146,-0.006894688582817183,0.00826773596027167,3,False,0.0029350576811912146
mid,PANEL,PANEL_2X2,1,-0.007197570015150527,-0.008695764479207726,-0.0062062517836496325,3,True,0.007197570015150527
mid,PANEL,PANEL_2X2,2,-0.003856668580331757,-0.007984887860781767,0.0015512239939565054,3,False,0.003856668580331757
mid,PANEL,PANEL_2X2,3,0.002851874032474621,-0.0022164177000811654,0.0067808581285273,3,False,0.002851874032474621
mid,PANEL,PANEL_2X2,4,-0.004267228869548188,-0.020370768500018937,0.008664550555230188,3,False,0.004267228869548188
mid,PANEL,PANEL_2X2,5,-0.00380436286503995,-0.02218912752257768,0.005847774014812012,3,False,0.00380436286503995
mid,PANEL,PANEL_2X4,1,-0.006882549559181445,-0.00971672305591691,-0.0017165546265586187,3,True,0.006882549559181445
mid,PANEL,PANEL_2X4,2,-0.0054871235423032926,-0.0110224055890478,-0.0009206799935796471,3,True,0.0054871235423032926
mid,PANEL,PANEL_2X4,3,0.002684064138597676,-0.005694590015211048,0.0075147174128002625,3,False,0.002684064138597676
mid,PANEL,PANEL_2X4,4,-0.0016598327421832551,-0.008783573912527567,0.0036200132039263234,3,False,0.0016598327421832551
mid,PANEL,PANEL_2X4,5,0.011100815090151121,0.006308173305480228,0.015769595970487008,3,True,0.011100815090151121
mid,PANEL,PANEL_4X4,1,-0.0028483256024813657,-0.016803114431697394,0.011856892781051427,3,False,0.0028483256024813657
mid,PANEL,PANEL_4X4,2,-0.00040745208459680497,-0.013077110668613053,0.010790797172659811,3,False,0.00040745208459680497
mid,PANEL,PANEL_4X4,3,0.00529139627759085,0.0034405245173320265,0.006339090288625077,3,True,0.00529139627759085
mid,PANEL,PANEL_4X4,4,0.003245286766281786,-0.006313273882829839,0.012799980352981381,3,False,0.003245286766281786
mid,PANEL,PANEL_4X4,5,0.0020232934222321145,-0.005643436558672006,0.007911946033117685,3,False,0.0020232934222321145
mid,PEBBLES,PEBBLES_L,1,-0.012806531784017127,-0.019204659478457047,-0.007300492764451652,3,True,0.012806531784017127
mid,PEBBLES,PEBBLES_L,2,0.00033310472689411047,-0.007644538451983707,0.0060386161430635065,3,False,0.00033310472689411047
mid,PEBBLES,PEBBLES_L,3,-0.001841415792834894,-0.008036311441970137,0.0028248795386171485,3,False,0.001841415792834894
mid,PEBBLES,PEBBLES_L,4,-0.0042969821463177,-0.011934242699021614,0.0031004303684111704,3,False,0.0042969821463177
mid,PEBBLES,PEBBLES_L,5,0.006926796765419096,-0.000332795542222708,0.01679670989022279,3,False,0.006926796765419096
mid,PEBBLES,PEBBLES_M,1,-0.0004056512827938094,-0.005389036596695598,0.007753040261014837,3,False,0.0004056512827938094
mid,PEBBLES,PEBBLES_M,2,-0.006695906203053906,-0.008355321181678897,-0.003868360880598372,3,True,0.006695906203053906
mid,PEBBLES,PEBBLES_M,3,0.003029532463824739,-0.0006409212475215412,0.008016264878659524,3,False,0.003029532463824739
mid,PEBBLES,PEBBLES_M,4,0.005663992391416388,-0.0004988850560035394,0.01314286884864549,3,False,0.005663992391416388
mid,PEBBLES,PEBBLES_M,5,-0.009873085461388478,-0.013802549717948403,-0.0032422783941483575,3,True,0.009873085461388478
mid,PEBBLES,PEBBLES_S,1,-0.01422040516407612,-0.022314714256754457,-0.0031027788425770503,3,True,0.01422040516407612
mid,PEBBLES,PEBBLES_S,2,-0.002217179933116375,-0.011297476097141122,0.011007517697953469,3,False,0.002217179933116375
mid,PEBBLES,PEBBLES_S,3,0.01786657466638868,0.0010192791600331542,0.029495424352064675,3,True,0.01786657466638868
mid,PEBBLES,PEBBLES_S,4,0.0011157456176840268,-0.009730158226430015,0.013093022951956912,3,False,0.0011157456176840268
mid,PEBBLES,PEBBLES_S,5,0.0015877075914247582,-0.0027135392216728928,0.004738263896154213,3,False,0.0015877075914247582
mid,PEBBLES,PEBBLES_XL,1,-0.00994206279102533,-0.013937408383191161,-0.0035008399383681084,3,True,0.00994206279102533
mid,PEBBLES,PEBBLES_XL,2,-0.0005405750754935748,-0.004455742462373059,0.0021521817465433844,3,False,0.0005405750754935748
mid,PEBBLES,PEBBLES_XL,3,-0.00035511245348656995,-0.0035548538942648243,0.0033314761231657553,3,False,0.00035511245348656995
mid,PEBBLES,PEBBLES_XL,4,-0.0024967666207117503,-0.01644249120280076,0.015118617597402228,3,False,0.0024967666207117503
mid,PEBBLES,PEBBLES_XL,5,-0.010952696342111152,-0.02375494004239525,0.0022376813425194846,3,False,0.010952696342111152
mid,PEBBLES,PEBBLES_XS,1,0.009926069384215279,0.006577440573225353,0.015257170482690041,3,True,0.009926069384215279
mid,PEBBLES,PEBBLES_XS,2,-0.009004740600698183,-0.011284165890078421,-0.006767149674860645,3,True,0.009004740600698183
mid,PEBBLES,PEBBLES_XS,3,-0.005048283257084834,-0.013236219693980674,0.00039159470100506264,3,False,0.005048283257084834
mid,PEBBLES,PEBBLES_XS,4,-0.0016392945299214812,-0.007437789025922957,0.003793389706039829,3,False,0.0016392945299214812
mid,PEBBLES,PEBBLES_XS,5,-0.00950683755071313,-0.01695841008874143,-0.000796627138568763,3,True,0.00950683755071313
mid,ROBOT,ROBOT_DISHES,1,-0.0018978188943110728,-0.004430261925564324,-0.00022608314269565927,3,True,0.0018978188943110728
mid,ROBOT,ROBOT_DISHES,2,0.0034892242795163276,-0.009131634243964393,0.022516700040241002,3,False,0.0034892242795163276
mid,ROBOT,ROBOT_DISHES,3,-0.007825202936447484,-0.022966463925740938,0.004145763542516516,3,False,0.007825202936447484
mid,ROBOT,ROBOT_DISHES,4,-0.001979052827387869,-0.005981139278373291,0.0019024588962399502,3,False,0.001979052827387869
mid,ROBOT,ROBOT_DISHES,5,-0.0038327106463866612,-0.014004049764545003,0.008802541732535082,3,False,0.0038327106463866612
mid,ROBOT,ROBOT_IRONING,1,0.0019071620206230204,-0.010194557978676367,0.008096580775452574,3,False,0.0019071620206230204
mid,ROBOT,ROBOT_IRONING,2,0.0018491846298903526,-0.001450498781959623,0.005900385056731186,3,False,0.0018491846298903526
mid,ROBOT,ROBOT_IRONING,3,0.006814091935037181,-0.0056309642811383275,0.025125171855442052,3,False,0.006814091935037181
mid,ROBOT,ROBOT_IRONING,4,0.0025638460592334335,-0.010489700839315037,0.01046562612512755,3,False,0.0025638460592334335
mid,ROBOT,ROBOT_IRONING,5,0.007959177115980405,0.005644089457780425,0.011845103936332244,3,True,0.007959177115980405
mid,ROBOT,ROBOT_LAUNDRY,1,-0.007545851142992423,-0.01597973043658042,0.0063006190010995375,3,False,0.007545851142992423
mid,ROBOT,ROBOT_LAUNDRY,2,-0.00852582881208054,-0.013078536095487384,-0.005657613880139558,3,True,0.00852582881208054
mid,ROBOT,ROBOT_LAUNDRY,3,0.0016648580798227766,-0.0005359422040909495,0.0037581420281137933,3,False,0.0016648580798227766
mid,ROBOT,ROBOT_LAUNDRY,4,0.0006039411968284108,-0.014689157437973681,0.016489596350492262,3,False,0.0006039411968284108
mid,ROBOT,ROBOT_LAUNDRY,5,-0.006669038101561911,-0.011021922994620603,-0.004438765306465298,3,True,0.006669038101561911
mid,ROBOT,ROBOT_MOPPING,1,-0.0039897790632169965,-0.009127887958143857,0.002406762461500828,3,False,0.0039897790632169965
mid,ROBOT,ROBOT_MOPPING,2,-0.0010355724389380036,-0.0066908546293949454,0.0033893870970995196,3,False,0.0010355724389380036
mid,ROBOT,ROBOT_MOPPING,3,-0.00450800237202796,-0.018624500130105803,0.006212883571954726,3,False,0.00450800237202796
mid,ROBOT,ROBOT_MOPPING,4,-0.00401339552677463,-0.005674334348760713,-0.0023322767068810427,3,True,0.00401339552677463
mid,ROBOT,ROBOT_MOPPING,5,0.00776867003859743,-0.003919435499710767,0.015952300647899282,3,False,0.00776867003859743
mid,ROBOT,ROBOT_VACUUMING,1,-0.004624373715025543,-0.02190316585455469,0.009067050764764597,3,False,0.004624373715025543
mid,ROBOT,ROBOT_VACUUMING,2,0.010690211255580529,-0.003164061253741254,0.019979952503347883,3,False,0.010690211255580529
mid,ROBOT,ROBOT_VACUUMING,3,-0.001176219826631589,-0.007122648312291451,0.0042422191595299944,3,False,0.001176219826631589
mid,ROBOT,ROBOT_VACUUMING,4,0.004564536614676774,-0.009861136180792722,0.01933936633940992,3,False,0.004564536614676774
mid,ROBOT,ROBOT_VACUUMING,5,0.004245946644485444,-0.0075985830949045746,0.013702248034795965,3,False,0.004245946644485444
mid,SLEEP_POD,SLEEP_POD_COTTON,1,0.003982063848301977,-0.007600842949867766,0.022167734216569195,3,False,0.003982063848301977
mid,SLEEP_POD,SLEEP_POD_COTTON,2,-0.006756518058006717,-0.012861044738313917,-0.0032382513840538713,3,True,0.006756518058006717
mid,SLEEP_POD,SLEEP_POD_COTTON,3,0.0018341552320714435,-0.0008513485340704959,0.0048466329098439415,3,False,0.0018341552320714435
mid,SLEEP_POD,SLEEP_POD_COTTON,4,0.009288914952964416,-0.0019463242958865847,0.016581362380996962,3,False,0.009288914952964416
mid,SLEEP_POD,SLEEP_POD_COTTON,5,0.012202169288848722,-0.00942730135700524,0.02430608939898102,3,False,0.012202169288848722
mid,SLEEP_POD,SLEEP_POD_LAMB_WOOL,1,-0.0057044149861607,-0.02400291688334559,0.010355199620139545,3,False,0.0057044149861607
mid,SLEEP_POD,SLEEP_POD_LAMB_WOOL,2,-0.008660141714653374,-0.015499405119771105,-0.0036550303019218236,3,True,0.008660141714653374
mid,SLEEP_POD,SLEEP_POD_LAMB_WOOL,3,-0.005110997803299665,-0.009893483953234528,-0.0007934628835590603,3,True,0.005110997803299665
mid,SLEEP_POD,SLEEP_POD_LAMB_WOOL,4,-0.00917049685341608,-0.011924433381449506,-0.006985872208060815,3,True,0.00917049685341608
mid,SLEEP_POD,SLEEP_POD_LAMB_WOOL,5,-0.006288674071051637,-0.006890165104158912,-0.005949483474608185,3,True,0.006288674071051637
mid,SLEEP_POD,SLEEP_POD_NYLON,1,-0.00037202858856440636,-0.0035871012651123115,0.0023006493432215073,3,False,0.00037202858856440636
mid,SLEEP_POD,SLEEP_POD_NYLON,2,0.0004966271525506309,4.80301067269858e-05,0.0010341403710725332,3,True,0.0004966271525506309
mid,SLEEP_POD,SLEEP_POD_NYLON,3,-0.004108309972423649,-0.020089464157131993,0.013085392417933153,3,False,0.004108309972423649
mid,SLEEP_POD,SLEEP_POD_NYLON,4,0.002225485883786443,-0.014065095335665344,0.017891276833388235,3,False,0.002225485883786443
mid,SLEEP_POD,SLEEP_POD_NYLON,5,0.002610874114435481,-0.0010502516956892951,0.009496037498323952,3,False,0.002610874114435481
mid,SLEEP_POD,SLEEP_POD_POLYESTER,1,-0.0025295371467780564,-0.009515359411758333,0.008887199532550428,3,False,0.0025295371467780564
mid,SLEEP_POD,SLEEP_POD_POLYESTER,2,0.004195805463317489,-0.007320424219780681,0.011183394794820986,3,False,0.004195805463317489
mid,SLEEP_POD,SLEEP_POD_POLYESTER,3,0.002183245158754701,-0.004692870827526766,0.007993614351857574,3,False,0.002183245158754701
mid,SLEEP_POD,SLEEP_POD_POLYESTER,4,0.005978290140899257,0.0026187945110390234,0.008732612005155743,3,True,0.005978290140899257
mid,SLEEP_POD,SLEEP_POD_POLYESTER,5,0.004652130404118884,0.0005281780430583566,0.006963966991857342,3,True,0.004652130404118884
mid,SLEEP_POD,SLEEP_POD_SUEDE,1,0.008875686656033928,0.003851098344201355,0.018245786380273785,3,True,0.008875686656033928
mid,SLEEP_POD,SLEEP_POD_SUEDE,2,0.004245625148217448,-0.008870097850113568,0.014894709041705943,3,False,0.004245625148217448
mid,SLEEP_POD,SLEEP_POD_SUEDE,3,0.0008273449791963936,-0.001582697593445348,0.002445747534556689,3,False,0.0008273449791963936
mid,SLEEP_POD,SLEEP_POD_SUEDE,4,-0.004536793717454177,-0.0073075266544967285,0.0002914180527656194,3,False,0.004536793717454177
mid,SLEEP_POD,SLEEP_POD_SUEDE,5,0.007984088502026303,-0.0025206273226488825,0.018541146329633343,3,False,0.007984088502026303
mid,SNACKPACK,SNACKPACK_CHOCOLATE,1,-0.02521840503320286,-0.02947061565771964,-0.017458693002657705,3,True,0.02521840503320286
mid,SNACKPACK,SNACKPACK_CHOCOLATE,2,0.0025135758002246306,-0.0021499105074158625,0.007649529960894472,3,False,0.0025135758002246306
mid,SNACKPACK,SNACKPACK_CHOCOLATE,3,-0.0008098118052259938,-0.009685481144683856,0.013451123490148197,3,False,0.0008098118052259938
mid,SNACKPACK,SNACKPACK_CHOCOLATE,4,-0.002238595362479357,-0.005093269773593465,0.0022161368105293212,3,False,0.002238595362479357
mid,SNACKPACK,SNACKPACK_CHOCOLATE,5,0.00042399183298087034,-0.016563869656278086,0.015489294378049412,3,False,0.00042399183298087034
mid,SNACKPACK,SNACKPACK_PISTACHIO,1,-0.08357627985939897,-0.09663779029228406,-0.07517967621407333,3,True,0.08357627985939897
mid,SNACKPACK,SNACKPACK_PISTACHIO,2,0.0011288350318706738,-0.0021804772938254454,0.0034291584405892798,3,False,0.0011288350318706738
mid,SNACKPACK,SNACKPACK_PISTACHIO,3,-5.402439569488054e-05,-0.01968185574044731,0.010994361534533037,3,False,5.402439569488054e-05
mid,SNACKPACK,SNACKPACK_PISTACHIO,4,0.0034422493225839366,-0.006681767833755891,0.008830662342757721,3,False,0.0034422493225839366
mid,SNACKPACK,SNACKPACK_PISTACHIO,5,0.006420084140335788,-0.005014889291296368,0.01998101552000648,3,False,0.006420084140335788
mid,SNACKPACK,SNACKPACK_RASPBERRY,1,-0.014752962963859584,-0.020130682902451385,-0.010750200313207973,3,True,0.014752962963859584
mid,SNACKPACK,SNACKPACK_RASPBERRY,2,-0.01326134008665073,-0.021190569785721473,-0.007971283677728699,3,True,0.01326134008665073
mid,SNACKPACK,SNACKPACK_RASPBERRY,3,-0.0017477691988814024,-0.003953829844929425,0.0012118997362840762,3,False,0.0017477691988814024
mid,SNACKPACK,SNACKPACK_RASPBERRY,4,0.0031912769444274428,-0.0038295080566484547,0.016531523291010968,3,False,0.0031912769444274428
mid,SNACKPACK,SNACKPACK_RASPBERRY,5,-0.0062683947407099405,-0.0113176916770982,-0.0031425543271325477,3,True,0.0062683947407099405
mid,SNACKPACK,SNACKPACK_STRAWBERRY,1,-0.048996455966934215,-0.06104310472268197,-0.03392135807365946,3,True,0.048996455966934215
mid,SNACKPACK,SNACKPACK_STRAWBERRY,2,0.00225657362279327,0.0006368184958588165,0.004090744795935291,3,True,0.00225657362279327
mid,SNACKPACK,SNACKPACK_STRAWBERRY,3,0.003459535692825502,-0.0059311353628084,0.015004128361334752,3,False,0.003459535692825502
