leader,follower,lag,corr
GALAXY_SOUNDS,MICROCHIP,18,-0.00941922135795863
GALAXY_SOUNDS,MICROCHIP,19,0.003767368954226002
GALAXY_SOUNDS,MICROCHIP,20,-0.00292974830178736
GALAXY_SOUNDS,MICROCHIP,21,-0.007049388831139967
GALAXY_SOUNDS,MICROCHIP,22,0.004198918402106291
GALAXY_SOUNDS,MICROCHIP,23,0.004534952697231399
GALAXY_SOUNDS,MICROCHIP,24,-0.0025289049053282896
GALAXY_SOUNDS,MICROCHIP,25,0.008526547964281182
GALAXY_SOUNDS,MICROCHIP,26,0.002392296726282806
GALAXY_SOUNDS,MICROCHIP,27,-0.006547171032773397
GALAXY_SOUNDS,MICROCHIP,28,-0.00575339210732518
GALAXY_SOUNDS,MICROCHIP,29,0.0052457513402260686
GALAXY_SOUNDS,MICROCHIP,30,-0.008792506052983163
GALAXY_SOUNDS,OXYGEN_SHAKE,-30,-0.0025549010383448425
GALAXY_SOUNDS,OXYGEN_SHAKE,-29,0.0077009176737652075
GALAXY_SOUNDS,OXYGEN_SHAKE,-28,-0.004207327191984225
GALAXY_SOUNDS,OXYGEN_SHAKE,-27,-0.009724219788881517
GALAXY_SOUNDS,OXYGEN_SHAKE,-26,-0.0004832058933381626
GALAXY_SOUNDS,OXYGEN_SHAKE,-25,-0.004515645409352553
GALAXY_SOUNDS,OXYGEN_SHAKE,-24,0.0020262328032264543
GALAXY_SOUNDS,OXYGEN_SHAKE,-23,0.005962054062475776
GALAXY_SOUNDS,OXYGEN_SHAKE,-22,0.002392695565782246
GALAXY_SOUNDS,OXYGEN_SHAKE,-21,0.003208307114349564
GALAXY_SOUNDS,OXYGEN_SHAKE,-20,-0.002892010378829468
GALAXY_SOUNDS,OXYGEN_SHAKE,-19,-0.0028078095753411004
GALAXY_SOUNDS,OXYGEN_SHAKE,-18,-7.983413924031181e-05
GALAXY_SOUNDS,OXYGEN_SHAKE,-17,0.00594403175956994
GALAXY_SOUNDS,OXYGEN_SHAKE,-16,0.0004972974719758346
GALAXY_SOUNDS,OXYGEN_SHAKE,-15,-0.003767216462491544
GALAXY_SOUNDS,OXYGEN_SHAKE,-14,0.0014669427804691651
GALAXY_SOUNDS,OXYGEN_SHAKE,-13,0.0016884216272827338
GALAXY_SOUNDS,OXYGEN_SHAKE,-12,-0.001595873008551419
GALAXY_SOUNDS,OXYGEN_SHAKE,-11,0.005810601925097302
GALAXY_SOUNDS,OXYGEN_SHAKE,-10,-0.011100202480717353
GALAXY_SOUNDS,OXYGEN_SHAKE,-9,0.003190132751452119
GALAXY_SOUNDS,OXYGEN_SHAKE,-8,-0.005135912213232094
GALAXY_SOUNDS,OXYGEN_SHAKE,-7,-0.004980187851847537
GALAXY_SOUNDS,OXYGEN_SHAKE,-6,0.0002675292010637596
GALAXY_SOUNDS,OXYGEN_SHAKE,-5,-0.0042254686072116755
GALAXY_SOUNDS,OXYGEN_SHAKE,-4,-0.002852777214912466
GALAXY_SOUNDS,OXYGEN_SHAKE,-3,-0.0035376683243270378
GALAXY_SOUNDS,OXYGEN_SHAKE,-2,0.006774730129945802
GALAXY_SOUNDS,OXYGEN_SHAKE,-1,-0.02279480632992463
GALAXY_SOUNDS,OXYGEN_SHAKE,1,-0.013804910753604108
GALAXY_SOUNDS,OXYGEN_SHAKE,2,-0.00512625116632156
GALAXY_SOUNDS,OXYGEN_SHAKE,3,0.0027203560186795897
GALAXY_SOUNDS,OXYGEN_SHAKE,4,0.0011307713876367283
GALAXY_SOUNDS,OXYGEN_SHAKE,5,0.005875363529083731
GALAXY_SOUNDS,OXYGEN_SHAKE,6,0.0020876948393493007
GALAXY_SOUNDS,OXYGEN_SHAKE,7,-0.006034767330919065
GALAXY_SOUNDS,OXYGEN_SHAKE,8,-0.00829903401686489
GALAXY_SOUNDS,OXYGEN_SHAKE,9,0.007998180096549738
GALAXY_SOUNDS,OXYGEN_SHAKE,10,-0.004837319125945774
GALAXY_SOUNDS,OXYGEN_SHAKE,11,0.0002610280720290222
GALAXY_SOUNDS,OXYGEN_SHAKE,12,0.004000243480930277
GALAXY_SOUNDS,OXYGEN_SHAKE,13,0.006130680265460094
GALAXY_SOUNDS,OXYGEN_SHAKE,14,-0.00251454148319155
GALAXY_SOUNDS,OXYGEN_SHAKE,15,-0.006236633197999191
GALAXY_SOUNDS,OXYGEN_SHAKE,16,-0.005442287437103064
GALAXY_SOUNDS,OXYGEN_SHAKE,17,0.0037587059295729466
GALAXY_SOUNDS,OXYGEN_SHAKE,18,0.010958995665725217
GALAXY_SOUNDS,OXYGEN_SHAKE,19,0.0009675986854447967
GALAXY_SOUNDS,OXYGEN_SHAKE,20,-0.007564340595719712
GALAXY_SOUNDS,OXYGEN_SHAKE,21,0.0023053972391200656
GALAXY_SOUNDS,OXYGEN_SHAKE,22,-0.004082477165924179
GALAXY_SOUNDS,OXYGEN_SHAKE,23,-0.0001829339384738486
GALAXY_SOUNDS,OXYGEN_SHAKE,24,-0.005134382220564671
GALAXY_SOUNDS,OXYGEN_SHAKE,25,-0.0018025463851979895
GALAXY_SOUNDS,OXYGEN_SHAKE,26,0.0006526860248521079
GALAXY_SOUNDS,OXYGEN_SHAKE,27,0.011723029639529068
GALAXY_SOUNDS,OXYGEN_SHAKE,28,0.003450866703673906
GALAXY_SOUNDS,OXYGEN_SHAKE,29,-0.002111118979368481
GALAXY_SOUNDS,OXYGEN_SHAKE,30,0.004331801481109754
GALAXY_SOUNDS,PANEL,-30,-0.0007159681282950416
GALAXY_SOUNDS,PANEL,-29,-0.002921044702930983
GALAXY_SOUNDS,PANEL,-28,0.006125347441813016
GALAXY_SOUNDS,PANEL,-27,0.004182012536236945
GALAXY_SOUNDS,PANEL,-26,-0.008785431297840854
GALAXY_SOUNDS,PANEL,-25,0.005206192360449791
GALAXY_SOUNDS,PANEL,-24,-0.01289846082487843
GALAXY_SOUNDS,PANEL,-23,0.006680250776163195
GALAXY_SOUNDS,PANEL,-22,0.008480285548420575
GALAXY_SOUNDS,PANEL,-21,-0.00833523038514568
GALAXY_SOUNDS,PANEL,-20,0.0018770423399794044
GALAXY_SOUNDS,PANEL,-19,-0.0016417585436812817
GALAXY_SOUNDS,PANEL,-18,0.0015024712817854134
GALAXY_SOUNDS,PANEL,-17,0.0032513402246567426
GALAXY_SOUNDS,PANEL,-16,0.0031109259727822003
GALAXY_SOUNDS,PANEL,-15,0.009745241562635211
GALAXY_SOUNDS,PANEL,-14,-0.0057449068339994495
GALAXY_SOUNDS,PANEL,-13,-0.005009560224192504
GALAXY_SOUNDS,PANEL,-12,0.007656570480522037
GALAXY_SOUNDS,PANEL,-11,-0.002625178796837916
GALAXY_SOUNDS,PANEL,-10,-0.004104217982302759
GALAXY_SOUNDS,PANEL,-9,0.0011614050042240427
GALAXY_SOUNDS,PANEL,-8,0.0010881842302576333
GALAXY_SOUNDS,PANEL,-7,0.006601577270606786
GALAXY_SOUNDS,PANEL,-6,0.0008937523407682382
GALAXY_SOUNDS,PANEL,-5,0.0006758976048202045
GALAXY_SOUNDS,PANEL,-4,-0.004363021550506574
GALAXY_SOUNDS,PANEL,-3,-0.0005092085699029594
GALAXY_SOUNDS,PANEL,-2,0.006515663305204794
GALAXY_SOUNDS,PANEL,-1,-0.019224324952944214
GALAXY_SOUNDS,PANEL,1,-0.012536044284406777
GALAXY_SOUNDS,PANEL,2,-0.0019807232259564265
GALAXY_SOUNDS,PANEL,3,0.0004411392485661382
GALAXY_SOUNDS,PANEL,4,-0.0021621019384792718
GALAXY_SOUNDS,PANEL,5,0.002568982997833955
GALAXY_SOUNDS,PANEL,6,-0.003503444463901921
GALAXY_SOUNDS,PANEL,7,-0.0025143232548506117
GALAXY_SOUNDS,PANEL,8,0.014281359582667687
GALAXY_SOUNDS,PANEL,9,-0.00013398070349443023
GALAXY_SOUNDS,PANEL,10,0.005308426676772029
GALAXY_SOUNDS,PANEL,11,0.0023912355913545723
GALAXY_SOUNDS,PANEL,12,0.0007096973655111873
GALAXY_SOUNDS,PANEL,13,-0.004136760680978127
GALAXY_SOUNDS,PANEL,14,-0.016837673898594828
GALAXY_SOUNDS,PANEL,15,0.008479709139837716
GALAXY_SOUNDS,PANEL,16,-0.0007010555439125586
GALAXY_SOUNDS,PANEL,17,0.004741914429182901
GALAXY_SOUNDS,PANEL,18,0.009165424532892326
GALAXY_SOUNDS,PANEL,19,0.004032758198965882
GALAXY_SOUNDS,PANEL,20,0.000659924530626637
GALAXY_SOUNDS,PANEL,21,-0.0032381302449120846
GALAXY_SOUNDS,PANEL,22,0.0017354970391479398
GALAXY_SOUNDS,PANEL,23,-0.0027824183318669385
GALAXY_SOUNDS,PANEL,24,0.0004556571988459935
GALAXY_SOUNDS,PANEL,25,-0.0031106276300803416
GALAXY_SOUNDS,PANEL,26,-0.0007875066172434841
GALAXY_SOUNDS,PANEL,27,0.005362627289990242
GALAXY_SOUNDS,PANEL,28,-0.007225310574211859
GALAXY_SOUNDS,PANEL,29,-0.0007735382744231547
GALAXY_SOUNDS,PANEL,30,0.003993055352301772
GALAXY_SOUNDS,PEBBLES,-30,-0.0044934518509450565
GALAXY_SOUNDS,PEBBLES,-29,0.0027043125682304253
GALAXY_SOUNDS,PEBBLES,-28,-2.9183549773483247e-05
GALAXY_SOUNDS,PEBBLES,-27,0.005066271309283232
GALAXY_SOUNDS,PEBBLES,-26,-0.002944311443102086
GALAXY_SOUNDS,PEBBLES,-25,-0.003514221719156072
GALAXY_SOUNDS,PEBBLES,-24,0.003737136540835069
GALAXY_SOUNDS,PEBBLES,-23,-0.00536513732783804
GALAXY_SOUNDS,PEBBLES,-22,0.0004869874475724626
GALAXY_SOUNDS,PEBBLES,-21,-0.004792183448861206
GALAXY_SOUNDS,PEBBLES,-20,0.005954653596479013
GALAXY_SOUNDS,PEBBLES,-19,0.004251325790019999
GALAXY_SOUNDS,PEBBLES,-18,-0.007365116178876761
GALAXY_SOUNDS,PEBBLES,-17,0.0025682573071931954
GALAXY_SOUNDS,PEBBLES,-16,-0.0008313357868675186
GALAXY_SOUNDS,PEBBLES,-15,0.004611565064612068
GALAXY_SOUNDS,PEBBLES,-14,-0.007206236367101669
GALAXY_SOUNDS,PEBBLES,-13,0.00582856757769842
GALAXY_SOUNDS,PEBBLES,-12,-0.004255150771298785
GALAXY_SOUNDS,PEBBLES,-11,0.009824627645323807
GALAXY_SOUNDS,PEBBLES,-10,-0.012578930009847238
GALAXY_SOUNDS,PEBBLES,-9,0.009783000318652613
GALAXY_SOUNDS,PEBBLES,-8,-0.002925676474373429
GALAXY_SOUNDS,PEBBLES,-7,-0.0005970947688478704
GALAXY_SOUNDS,PEBBLES,-6,0.002518584934766709
GALAXY_SOUNDS,PEBBLES,-5,-0.006472588536902772
GALAXY_SOUNDS,PEBBLES,-4,0.009528696931051375
GALAXY_SOUNDS,PEBBLES,-3,-0.003154750700046432
GALAXY_SOUNDS,PEBBLES,-2,0.0023589000504383637
GALAXY_SOUNDS,PEBBLES,-1,-0.00731949796657177
GALAXY_SOUNDS,PEBBLES,1,0.0006208930508399804
GALAXY_SOUNDS,PEBBLES,2,0.0017855333641437518
GALAXY_SOUNDS,PEBBLES,3,0.0002428604611796722
GALAXY_SOUNDS,PEBBLES,4,0.0077449876521131986
GALAXY_SOUNDS,PEBBLES,5,-0.011587949756961891
GALAXY_SOUNDS,PEBBLES,6,0.004358107963135839
GALAXY_SOUNDS,PEBBLES,7,0.009684119840730107
GALAXY_SOUNDS,PEBBLES,8,-0.01568683703581059
GALAXY_SOUNDS,PEBBLES,9,0.010903318463590597
GALAXY_SOUNDS,PEBBLES,10,-0.00244072028162408
GALAXY_SOUNDS,PEBBLES,11,-0.002240690216973544
GALAXY_SOUNDS,PEBBLES,12,0.0031884127395212752
GALAXY_SOUNDS,PEBBLES,13,-0.011956505436337736
GALAXY_SOUNDS,PEBBLES,14,0.017021003420911306
GALAXY_SOUNDS,PEBBLES,15,-0.010615764514844264
GALAXY_SOUNDS,PEBBLES,16,0.0049783810934882055
GALAXY_SOUNDS,PEBBLES,17,0.002304913716138938
GALAXY_SOUNDS,PEBBLES,18,-0.005628131759735661
GALAXY_SOUNDS,PEBBLES,19,0.002165216714386255
GALAXY_SOUNDS,PEBBLES,20,-0.0006655978813438618
GALAXY_SOUNDS,PEBBLES,21,0.00035668543185447116
GALAXY_SOUNDS,PEBBLES,22,-0.010372616369143594
GALAXY_SOUNDS,PEBBLES,23,0.01156301341740572
GALAXY_SOUNDS,PEBBLES,24,0.001102002424305453
GALAXY_SOUNDS,PEBBLES,25,-0.0025983941211682815
GALAXY_SOUNDS,PEBBLES,26,0.006816826377532153
GALAXY_SOUNDS,PEBBLES,27,-0.00921276241758772
GALAXY_SOUNDS,PEBBLES,28,0.008543797072120968
GALAXY_SOUNDS,PEBBLES,29,-0.011189418836447506
GALAXY_SOUNDS,PEBBLES,30,0.012895843732039888
GALAXY_SOUNDS,ROBOT,-30,0.0013649944476698825
GALAXY_SOUNDS,ROBOT,-29,-0.005946585570183235
GALAXY_SOUNDS,ROBOT,-28,-0.005444297169460084
GALAXY_SOUNDS,ROBOT,-27,0.004255124542811613
GALAXY_SOUNDS,ROBOT,-26,-0.001282289020402855
GALAXY_SOUNDS,ROBOT,-25,-0.0003112930861714367
GALAXY_SOUNDS,ROBOT,-24,0.0006884909901658986
GALAXY_SOUNDS,ROBOT,-23,0.006307675129276044
GALAXY_SOUNDS,ROBOT,-22,0.003387507409214977
GALAXY_SOUNDS,ROBOT,-21,0.0011386405178095934
GALAXY_SOUNDS,ROBOT,-20,0.0005003998468813267
GALAXY_SOUNDS,ROBOT,-19,-0.003223990549872985
GALAXY_SOUNDS,ROBOT,-18,-0.007963737942151801
GALAXY_SOUNDS,ROBOT,-17,0.003149490459662026
GALAXY_SOUNDS,ROBOT,-16,-0.006509710559742431
GALAXY_SOUNDS,ROBOT,-15,0.0030698277456730053
GALAXY_SOUNDS,ROBOT,-14,-0.007220233714414302
GALAXY_SOUNDS,ROBOT,-13,-0.0014464206968882111
GALAXY_SOUNDS,ROBOT,-12,-0.0005264087408315086
GALAXY_SOUNDS,ROBOT,-11,-0.0031280968886882254
GALAXY_SOUNDS,ROBOT,-10,-0.005211474271011973
GALAXY_SOUNDS,ROBOT,-9,0.004806625845140924
GALAXY_SOUNDS,ROBOT,-8,-0.005772629280405007
GALAXY_SOUNDS,ROBOT,-7,-0.005891735648340273
GALAXY_SOUNDS,ROBOT,-6,-0.0020086235708342815
GALAXY_SOUNDS,ROBOT,-5,0.005350478793809969
GALAXY_SOUNDS,ROBOT,-4,0.001377770040146965
GALAXY_SOUNDS,ROBOT,-3,-0.004791424984855989
GALAXY_SOUNDS,ROBOT,-2,-0.0018428550557116645
GALAXY_SOUNDS,ROBOT,-1,-0.0034924462381646895
GALAXY_SOUNDS,ROBOT,1,-0.0030328961258713687
GALAXY_SOUNDS,ROBOT,2,-0.004357423117586488
GALAXY_SOUNDS,ROBOT,3,-0.005710509678188907
GALAXY_SOUNDS,ROBOT,4,-0.0058081761065954165
GALAXY_SOUNDS,ROBOT,5,0.007933685770011514
GALAXY_SOUNDS,ROBOT,6,-0.002191331676510893
GALAXY_SOUNDS,ROBOT,7,0.0034732820332685752
GALAXY_SOUNDS,ROBOT,8,-0.0001726779432319244
GALAXY_SOUNDS,ROBOT,9,-0.006174259230768822
GALAXY_SOUNDS,ROBOT,10,0.010580774566202088
GALAXY_SOUNDS,ROBOT,11,0.0015275416815859857
GALAXY_SOUNDS,ROBOT,12,-0.005729336200055069
GALAXY_SOUNDS,ROBOT,13,-0.010266368221075472
GALAXY_SOUNDS,ROBOT,14,0.003031727704107687
GALAXY_SOUNDS,ROBOT,15,0.004788545774483894
GALAXY_SOUNDS,ROBOT,16,0.005965476220670597
GALAXY_SOUNDS,ROBOT,17,0.0025407698796356885
GALAXY_SOUNDS,ROBOT,18,-0.0022757392956260355
GALAXY_SOUNDS,ROBOT,19,-0.00043771618958003136
GALAXY_SOUNDS,ROBOT,20,-0.004079070300749216
GALAXY_SOUNDS,ROBOT,21,0.0004358018845942842
GALAXY_SOUNDS,ROBOT,22,-0.006503971372383777
GALAXY_SOUNDS,ROBOT,23,0.0022151955598554056
GALAXY_SOUNDS,ROBOT,24,-0.008892688615183627
GALAXY_SOUNDS,ROBOT,25,0.0036211387371039338
GALAXY_SOUNDS,ROBOT,26,0.001417887370295188
GALAXY_SOUNDS,ROBOT,27,-0.0039170562492304205
GALAXY_SOUNDS,ROBOT,28,0.0033637825680165726
GALAXY_SOUNDS,ROBOT,29,0.00786200625058346
GALAXY_SOUNDS,ROBOT,30,-0.002172507900176075
GALAXY_SOUNDS,SLEEP_POD,-30,-0.005833951929690158
GALAXY_SOUNDS,SLEEP_POD,-29,0.004142242131897488
GALAXY_SOUNDS,SLEEP_POD,-28,-0.0015012641861152456
GALAXY_SOUNDS,SLEEP_POD,-27,-0.008882827626409169
GALAXY_SOUNDS,SLEEP_POD,-26,-0.013486595146363687
GALAXY_SOUNDS,SLEEP_POD,-25,-9.337509374373973e-05
GALAXY_SOUNDS,SLEEP_POD,-24,-0.008176541479218999
GALAXY_SOUNDS,SLEEP_POD,-23,-0.008085741029605529
GALAXY_SOUNDS,SLEEP_POD,-22,-0.0012974497446927578
GALAXY_SOUNDS,SLEEP_POD,-21,-0.0006712941918803715
GALAXY_SOUNDS,SLEEP_POD,-20,0.0069455641694219075
GALAXY_SOUNDS,SLEEP_POD,-19,0.003365367750431894
GALAXY_SOUNDS,SLEEP_POD,-18,-0.006593134384681076
GALAXY_SOUNDS,SLEEP_POD,-17,-0.006627856586151429
GALAXY_SOUNDS,SLEEP_POD,-16,0.005499831661023214
GALAXY_SOUNDS,SLEEP_POD,-15,-0.005416941620673924
GALAXY_SOUNDS,SLEEP_POD,-14,0.004814193946345315
GALAXY_SOUNDS,SLEEP_POD,-13,0.0026130412221009552
GALAXY_SOUNDS,SLEEP_POD,-12,-0.005649429534962793
GALAXY_SOUNDS,SLEEP_POD,-11,-0.0015466453265529196
GALAXY_SOUNDS,SLEEP_POD,-10,-0.0013916832617615334
GALAXY_SOUNDS,SLEEP_POD,-9,0.0021888933325780098
GALAXY_SOUNDS,SLEEP_POD,-8,0.005285476617827905
GALAXY_SOUNDS,SLEEP_POD,-7,0.0011710085081239193
GALAXY_SOUNDS,SLEEP_POD,-6,0.011845948330797648
GALAXY_SOUNDS,SLEEP_POD,-5,-0.00020301897540872207
GALAXY_SOUNDS,SLEEP_POD,-4,-0.0004939968832161869
GALAXY_SOUNDS,SLEEP_POD,-3,0.006508172288400613
GALAXY_SOUNDS,SLEEP_POD,-2,0.0031916364483404276
GALAXY_SOUNDS,SLEEP_POD,-1,-0.010575630423247398
GALAXY_SOUNDS,SLEEP_POD,1,-0.009031340230433721
GALAXY_SOUNDS,SLEEP_POD,2,0.00724077241692605
GALAXY_SOUNDS,SLEEP_POD,3,-0.0012951322505669446
GALAXY_SOUNDS,SLEEP_POD,4,0.005662868361417236
GALAXY_SOUNDS,SLEEP_POD,5,-0.0037319946269143037
GALAXY_SOUNDS,SLEEP_POD,6,0.0019452577623737869
GALAXY_SOUNDS,SLEEP_POD,7,0.0007758560692594186
GALAXY_SOUNDS,SLEEP_POD,8,-0.0058234016886058795
GALAXY_SOUNDS,SLEEP_POD,9,0.005033354966057949
GALAXY_SOUNDS,SLEEP_POD,10,-0.002421180689446296
GALAXY_SOUNDS,SLEEP_POD,11,0.0026913024763927994
GALAXY_SOUNDS,SLEEP_POD,12,-0.004029168593207823
GALAXY_SOUNDS,SLEEP_POD,13,-0.005332267036991928
GALAXY_SOUNDS,SLEEP_POD,14,-0.0004280649045574586
GALAXY_SOUNDS,SLEEP_POD,15,0.0034056416704665786
GALAXY_SOUNDS,SLEEP_POD,16,0.0019696982756118426
GALAXY_SOUNDS,SLEEP_POD,17,0.0010259859977536836
GALAXY_SOUNDS,SLEEP_POD,18,0.004835551869196129
GALAXY_SOUNDS,SLEEP_POD,19,0.0036351178516793197
GALAXY_SOUNDS,SLEEP_POD,20,-0.009281171060911213
GALAXY_SOUNDS,SLEEP_POD,21,-0.0013596276890625709
GALAXY_SOUNDS,SLEEP_POD,22,-0.0010484065408185232
GALAXY_SOUNDS,SLEEP_POD,23,0.0017087135289877815
GALAXY_SOUNDS,SLEEP_POD,24,0.007642660665655608
GALAXY_SOUNDS,SLEEP_POD,25,0.0023594928217998985
GALAXY_SOUNDS,SLEEP_POD,26,0.005402738073826989
GALAXY_SOUNDS,SLEEP_POD,27,-0.0018896737002417924
GALAXY_SOUNDS,SLEEP_POD,28,0.0034214100702953296
GALAXY_SOUNDS,SLEEP_POD,29,-0.0020778847877798447
GALAXY_SOUNDS,SLEEP_POD,30,0.004972238898767077
GALAXY_SOUNDS,SNACKPACK,-30,0.010307304973255093
GALAXY_SOUNDS,SNACKPACK,-29,-0.004097794130244437
GALAXY_SOUNDS,SNACKPACK,-28,0.00160878358609144
GALAXY_SOUNDS,SNACKPACK,-27,-0.006221406871294428
GALAXY_SOUNDS,SNACKPACK,-26,0.010420607310845712
GALAXY_SOUNDS,SNACKPACK,-25,0.003273678771295308
GALAXY_SOUNDS,SNACKPACK,-24,-0.00016995861590093315
GALAXY_SOUNDS,SNACKPACK,-23,0.0002498100800697204
GALAXY_SOUNDS,SNACKPACK,-22,-0.005310879365304737
GALAXY_SOUNDS,SNACKPACK,-21,-0.009904992237099754
GALAXY_SOUNDS,SNACKPACK,-20,0.005754116824359612
GALAXY_SOUNDS,SNACKPACK,-19,-0.0037592000799769767
GALAXY_SOUNDS,SNACKPACK,-18,0.0009463686409095716
GALAXY_SOUNDS,SNACKPACK,-17,-0.007624297969293333
GALAXY_SOUNDS,SNACKPACK,-16,-0.002511688908956304
GALAXY_SOUNDS,SNACKPACK,-15,-0.00957671653398562
GALAXY_SOUNDS,SNACKPACK,-14,0.0036717946144053984
GALAXY_SOUNDS,SNACKPACK,-13,0.00023519217933815179
GALAXY_SOUNDS,SNACKPACK,-12,-0.003017677222790346
GALAXY_SOUNDS,SNACKPACK,-11,0.0024937824925873714
GALAXY_SOUNDS,SNACKPACK,-10,-0.0022697442457436964
GALAXY_SOUNDS,SNACKPACK,-9,0.007813065792527017
GALAXY_SOUNDS,SNACKPACK,-8,-0.01057107013253292
GALAXY_SOUNDS,SNACKPACK,-7,0.007724995709624809
GALAXY_SOUNDS,SNACKPACK,-6,0.00555221079032601
GALAXY_SOUNDS,SNACKPACK,-5,-0.0018508194900692626
GALAXY_SOUNDS,SNACKPACK,-4,-0.0073029307967703
GALAXY_SOUNDS,SNACKPACK,-3,-0.0028359899056748464
GALAXY_SOUNDS,SNACKPACK,-2,0.0023920450621938783
GALAXY_SOUNDS,SNACKPACK,-1,-0.05484447038154241
GALAXY_SOUNDS,SNACKPACK,1,-0.056242051568576125
GALAXY_SOUNDS,SNACKPACK,2,9.920511128496031e-05
GALAXY_SOUNDS,SNACKPACK,3,-0.0028829387147201006
GALAXY_SOUNDS,SNACKPACK,4,-0.005597544021012403
GALAXY_SOUNDS,SNACKPACK,5,0.0038181185104619883
GALAXY_SOUNDS,SNACKPACK,6,-0.0023895172889274088
GALAXY_SOUNDS,SNACKPACK,7,-0.005293802744725787
GALAXY_SOUNDS,SNACKPACK,8,0.0016045483614262905
GALAXY_SOUNDS,SNACKPACK,9,0.0012175235949547947
GALAXY_SOUNDS,SNACKPACK,10,-0.0012501162914608896
GALAXY_SOUNDS,SNACKPACK,11,0.00198332975471111
GALAXY_SOUNDS,SNACKPACK,12,-0.005677270440966447
GALAXY_SOUNDS,SNACKPACK,13,0.009184738514506253
GALAXY_SOUNDS,SNACKPACK,14,-0.015476145922408029
GALAXY_SOUNDS,SNACKPACK,15,0.0039040999878142556
GALAXY_SOUNDS,SNACKPACK,16,-0.006178692811271129
GALAXY_SOUNDS,SNACKPACK,17,-0.0004390492704077115
GALAXY_SOUNDS,SNACKPACK,18,0.002668090160665363
GALAXY_SOUNDS,SNACKPACK,19,0.013198465176271922
GALAXY_SOUNDS,SNACKPACK,20,-0.002194501553382788
GALAXY_SOUNDS,SNACKPACK,21,-0.0042420148437604015
GALAXY_SOUNDS,SNACKPACK,22,-0.001907977039320252
GALAXY_SOUNDS,SNACKPACK,23,-0.002307999578709335
GALAXY_SOUNDS,SNACKPACK,24,0.0004041070745407346
GALAXY_SOUNDS,SNACKPACK,25,-0.004264849750215737
GALAXY_SOUNDS,SNACKPACK,26,-0.006116160293069589
GALAXY_SOUNDS,SNACKPACK,27,-0.010864270106534159
